"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"14728","EU935740","Aquimarina_sp._SW150_",86,0,"0",4333,"52450",0
"14729","EU935738","Aquimarina_sp._SW150_",55,0,"0",4333,"52450",0
"14730","NZ_HG941719.1","Aquimarina_sp._SW150_",44,0,"0",4333,"52450",0
"14731","EU935739","Aquimarina_megaterium_XH134_",84,0,"0",5450,"86406",0
"14732","EU935740","Aquimarina_megaterium_XH134_",86,0,"0",5450,"86406",0
"14733","EU935738","Aquimarina_megaterium_XH134_",55,0,"0",5450,"86406",0
"14734","NZ_HG941719.1","Aquimarina_megaterium_XH134_",44,0,"0",5450,"86406",0
"14735","EU935739","Komagataeibacter_xylinus_E25_",84,0,"0",3663,"36445",0
"14736","EU935740","Komagataeibacter_xylinus_E25_",86,0,"0",3663,"36445",0
"14737","EU935738","Komagataeibacter_xylinus_E25_",55,0,"0",3663,"36445",0
"14738","NZ_HG941719.1","Komagataeibacter_xylinus_E25_",44,0,"0",3663,"36445",0
"14739","EU935739","Streptococcus_dentisani_7746_",84,0,"0",1846,"29518",0
"14740","EU935740","Streptococcus_dentisani_7746_",86,0,"0",1846,"29518",0
"14741","EU935738","Streptococcus_dentisani_7746_",55,0,"0",1846,"29518",0
"14742","NZ_HG941719.1","Streptococcus_dentisani_7746_",44,0,"0",1846,"29518",0
"14743","EU935739","Mesorhizobium_metallidurans_STM_2683_",84,241,"290",6694,"94133",0.036
"14744","EU935740","Mesorhizobium_metallidurans_STM_2683_",86,196,"263",6694,"94133",0.029
"14745","EU935738","Mesorhizobium_metallidurans_STM_2683_",55,166,"172",6694,"94133",0.025
"14746","NZ_HG941719.1","Mesorhizobium_metallidurans_STM_2683_",44,145,"247",6694,"94133",0.022
"14747","EU935739","Mesorhizobium_sp._STM_4661_",84,259,"309",6911,"99235",0.037
"14748","EU935740","Mesorhizobium_sp._STM_4661_",86,194,"288",6911,"99235",0.028
"14749","EU935738","Mesorhizobium_sp._STM_4661_",55,181,"182",6911,"99235",0.026
"14750","NZ_HG941719.1","Mesorhizobium_sp._STM_4661_",44,157,"289",6911,"99235",0.023
"14751","EU935739","Anoxybacillus_flavithermus_AK1_",84,0,"0",2724,"56398",0
"14752","EU935740","Anoxybacillus_flavithermus_AK1_",86,0,"0",2724,"56398",0
"14753","EU935738","Anoxybacillus_flavithermus_AK1_",55,0,"0",2724,"56398",0
"14754","NZ_HG941719.1","Anoxybacillus_flavithermus_AK1_",44,0,"0",2724,"56398",0
"14755","EU935739","Intestinimonas_butyriciproducens_",84,0,"0",3218,"38378",0
"14756","EU935740","Intestinimonas_butyriciproducens_",86,0,"0",3218,"38378",0
"14757","EU935738","Intestinimonas_butyriciproducens_",55,0,"0",3218,"38378",0
"14758","NZ_HG941719.1","Intestinimonas_butyriciproducens_",44,0,"0",3218,"38378",0
"14759","EU935739","Myxococcus_sp._",84,0,"0",7666,"104176",0
"14760","EU935740","Myxococcus_sp._",86,0,"0",7666,"104176",0
"14761","EU935738","Myxococcus_sp._",55,0,"0",7666,"104176",0
"14762","NZ_HG941719.1","Myxococcus_sp._",44,0,"0",7666,"104176",0
"14763","EU935739","Streptococcus_dentisani_7747_",84,0,"0",1737,"29315",0
"14764","EU935740","Streptococcus_dentisani_7747_",86,0,"0",1737,"29315",0
"14765","EU935738","Streptococcus_dentisani_7747_",55,0,"0",1737,"29315",0
"14766","NZ_HG941719.1","Streptococcus_dentisani_7747_",44,0,"0",1737,"29315",0
"14767","EU935739","Afipia_sp._OHSU_I-C4_",84,0,"0",4622,"83782",0
"14768","EU935740","Afipia_sp._OHSU_I-C4_",86,0,"0",4622,"83782",0
"14769","EU935738","Afipia_sp._OHSU_I-C4_",55,0,"0",4622,"83782",0
"14770","NZ_HG941719.1","Afipia_sp._OHSU_I-C4_",44,0,"0",4622,"83782",0
"14771","EU935739","Bradyrhizobium_sp._OHSU_III_",84,0,"0",7060,"135478",0
"14772","EU935740","Bradyrhizobium_sp._OHSU_III_",86,0,"0",7060,"135478",0
"14773","EU935738","Bradyrhizobium_sp._OHSU_III_",55,0,"0",7060,"135478",0
"14774","NZ_HG941719.1","Bradyrhizobium_sp._OHSU_III_",44,0,"0",7060,"135478",0
"14775","EU935739","Thalassolituus_oleivorans_MIL-1_",84,18,"17",3669,"48744",0.005
"14776","EU935740","Thalassolituus_oleivorans_MIL-1_",86,0,"0",3669,"48744",0
"14777","EU935738","Thalassolituus_oleivorans_MIL-1_",55,0,"0",3669,"48744",0
"14778","NZ_HG941719.1","Thalassolituus_oleivorans_MIL-1_",44,0,"0",3669,"48744",0
"14779","EU935739","Gracilibacillus_boraciitolerans_JCM_21714_",84,0,"0",4450,"88831",0
"14780","EU935740","Gracilibacillus_boraciitolerans_JCM_21714_",86,0,"0",4450,"88831",0
"14781","EU935738","Gracilibacillus_boraciitolerans_JCM_21714_",55,0,"0",4450,"88831",0
"14782","NZ_HG941719.1","Gracilibacillus_boraciitolerans_JCM_21714_",44,0,"0",4450,"88831",0
"14783","EU935739","Psychrobacter_sp._JCM_18900_",84,9,"8",2893,"40177",0.003
"14784","EU935740","Psychrobacter_sp._JCM_18900_",86,0,"0",2893,"40177",0
"14785","EU935738","Psychrobacter_sp._JCM_18900_",55,0,"0",2893,"40177",0
"14786","NZ_HG941719.1","Psychrobacter_sp._JCM_18900_",44,0,"0",2893,"40177",0
"14787","EU935739","Mesorhizobium_sp._URHA0056_",84,0,"0",5847,"99237",0
"14788","EU935740","Mesorhizobium_sp._URHA0056_",86,0,"0",5847,"99237",0
"14789","EU935738","Mesorhizobium_sp._URHA0056_",55,0,"0",5847,"99237",0
"14790","NZ_HG941719.1","Mesorhizobium_sp._URHA0056_",44,0,"0",5847,"99237",0
"14791","EU935739","Microbacterium_sp._URHA0036_",84,0,"0",3771,"48357",0
"14792","EU935740","Microbacterium_sp._URHA0036_",86,0,"0",3771,"48357",0
"14793","EU935738","Microbacterium_sp._URHA0036_",55,0,"0",3771,"48357",0
"14794","NZ_HG941719.1","Microbacterium_sp._URHA0036_",44,0,"0",3771,"48357",0
"14795","EU935739","Marmoricola_sp._URHB0036_",84,0,"0",4549,"68089",0
"14796","EU935740","Marmoricola_sp._URHB0036_",86,0,"0",4549,"68089",0
"14797","EU935738","Marmoricola_sp._URHB0036_",55,0,"0",4549,"68089",0
"14798","NZ_HG941719.1","Marmoricola_sp._URHB0036_",44,0,"0",4549,"68089",0
"14799","EU935739","Mycobacterium_sp._URHD0025_",84,0,"0",6258,"119534",0
"14800","EU935740","Mycobacterium_sp._URHD0025_",86,0,"0",6258,"119534",0
"14801","EU935738","Mycobacterium_sp._URHD0025_",55,0,"0",6258,"119534",0
"14802","NZ_HG941719.1","Mycobacterium_sp._URHD0025_",44,0,"0",6258,"119534",0
"14803","EU935739","Alteromonas_sp._ALT199_",84,16,"15",3889,"66954",0.004
"14804","EU935740","Alteromonas_sp._ALT199_",86,0,"0",3889,"66954",0
"14805","EU935738","Alteromonas_sp._ALT199_",55,0,"0",3889,"66954",0
"14806","NZ_HG941719.1","Alteromonas_sp._ALT199_",44,0,"0",3889,"66954",0
"14807","EU935739","Bradyrhizobium_sp._URHA0002_",84,0,"0",6060,"117517",0
"14808","EU935740","Bradyrhizobium_sp._URHA0002_",86,0,"0",6060,"117517",0
"14809","EU935738","Bradyrhizobium_sp._URHA0002_",55,0,"0",6060,"117517",0
"14810","NZ_HG941719.1","Bradyrhizobium_sp._URHA0002_",44,0,"0",6060,"117517",0
"14811","EU935739","Streptomyces_sp._TAA486_",84,0,"0",6043,"108465",0
"14812","EU935740","Streptomyces_sp._TAA486_",86,0,"0",6043,"108465",0
"14813","EU935738","Streptomyces_sp._TAA486_",55,0,"0",6043,"108465",0
"14814","NZ_HG941719.1","Streptomyces_sp._TAA486_",44,0,"0",6043,"108465",0
"14815","EU935739","[Desulfotomaculum]_guttoideum_DSM_4024_",84,0,"0",5550,"266841",0
"14816","EU935740","[Desulfotomaculum]_guttoideum_DSM_4024_",86,0,"0",5550,"266841",0
"14817","EU935738","[Desulfotomaculum]_guttoideum_DSM_4024_",55,0,"0",5550,"266841",0
"14818","NZ_HG941719.1","[Desulfotomaculum]_guttoideum_DSM_4024_",44,0,"0",5550,"266841",0
"14819","EU935739","Mycobacterium_kansasii_732_",84,87,"83",7335,"127463",0.012
"14820","EU935740","Mycobacterium_kansasii_732_",86,129,"125",7335,"127463",0.017
"14821","EU935738","Mycobacterium_kansasii_732_",55,85,"82",7335,"127463",0.012
"14822","NZ_HG941719.1","Mycobacterium_kansasii_732_",44,75,"74",7335,"127463",0.01
"14823","EU935739","Chryseobacterium_oranimense_G311_",84,0,"0",4346,"57403",0
"14824","EU935740","Chryseobacterium_oranimense_G311_",86,0,"0",4346,"57403",0
"14825","EU935738","Chryseobacterium_oranimense_G311_",55,0,"0",4346,"57403",0
"14826","NZ_HG941719.1","Chryseobacterium_oranimense_G311_",44,0,"0",4346,"57403",0
"14827","EU935739","Enterococcus_mundtii_QU_25_",84,47,"45",2943,"38811",0.016
"14828","EU935740","Enterococcus_mundtii_QU_25_",86,0,"0",2943,"38811",0
"14829","EU935738","Enterococcus_mundtii_QU_25_",55,14,"13",2943,"38811",0.005
"14830","NZ_HG941719.1","Enterococcus_mundtii_QU_25_",44,14,"13",2943,"38811",0.005
"14831","EU935739","Lysobacter_dokdonensis_DS-58_",84,0,"0",3155,"42350",0
"14832","EU935740","Lysobacter_dokdonensis_DS-58_",86,0,"0",3155,"42350",0
"14833","EU935738","Lysobacter_dokdonensis_DS-58_",55,0,"0",3155,"42350",0
"14834","NZ_HG941719.1","Lysobacter_dokdonensis_DS-58_",44,0,"0",3155,"42350",0
"14835","EU935739","Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_",84,32,"30",3417,"55536",0.009
"14836","EU935740","Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_",86,0,"0",3417,"55536",0
"14837","EU935738","Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_",55,0,"0",3417,"55536",0
"14838","NZ_HG941719.1","Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_",44,0,"0",3417,"55536",0
"14839","EU935739","Pseudomonas_knackmussii_B13_",84,161,"170",5837,"91098",0.027
"14840","EU935740","Pseudomonas_knackmussii_B13_",86,318,"735",5837,"91098",0.054
"14841","EU935738","Pseudomonas_knackmussii_B13_",55,122,"126",5837,"91098",0.021
"14842","NZ_HG941719.1","Pseudomonas_knackmussii_B13_",44,69,"68",5837,"91098",0.012
"14843","EU935739","Clostridium_sp._01_",84,0,"0",3881,"62418",0
"14844","EU935740","Clostridium_sp._01_",86,0,"0",3881,"62418",0
"14845","EU935738","Clostridium_sp._01_",55,0,"0",3881,"62418",0
"14846","NZ_HG941719.1","Clostridium_sp._01_",44,0,"0",3881,"62418",0
"14847","EU935739","Lactobacillus_namurensis_str._Chizuka_01_",84,0,"0",2232,"24759",0
"14848","EU935740","Lactobacillus_namurensis_str._Chizuka_01_",86,0,"0",2232,"24759",0
"14849","EU935738","Lactobacillus_namurensis_str._Chizuka_01_",55,0,"0",2232,"24759",0
"14850","NZ_HG941719.1","Lactobacillus_namurensis_str._Chizuka_01_",44,0,"0",2232,"24759",0
"14851","EU935739","Borrelia_miyamotoi_LB-2001_",84,0,"0",808,"16541",0
"14852","EU935740","Borrelia_miyamotoi_LB-2001_",86,0,"0",808,"16541",0
"14853","EU935738","Borrelia_miyamotoi_LB-2001_",55,0,"0",808,"16541",0
"14854","NZ_HG941719.1","Borrelia_miyamotoi_LB-2001_",44,0,"0",808,"16541",0
"14855","EU935739","Streptococcus_oligofermentans_AS_1.3089_",84,0,"0",2071,"24017",0
"14856","EU935740","Streptococcus_oligofermentans_AS_1.3089_",86,0,"0",2071,"24017",0
"14857","EU935738","Streptococcus_oligofermentans_AS_1.3089_",55,0,"0",2071,"24017",0
"14858","NZ_HG941719.1","Streptococcus_oligofermentans_AS_1.3089_",44,0,"0",2071,"24017",0
"14859","EU935739","Chthonomonas_calidirosea_T49_",84,0,"0",2828,"28798",0
"14860","EU935740","Chthonomonas_calidirosea_T49_",86,0,"0",2828,"28798",0
"14861","EU935738","Chthonomonas_calidirosea_T49_",55,0,"0",2828,"28798",0
"14862","NZ_HG941719.1","Chthonomonas_calidirosea_T49_",44,0,"0",2828,"28798",0
"14863","EU935739","Streptomyces_fulvissimus_DSM_40593_",84,0,"0",6932,"85751",0
"14864","EU935740","Streptomyces_fulvissimus_DSM_40593_",86,0,"0",6932,"85751",0
"14865","EU935738","Streptomyces_fulvissimus_DSM_40593_",55,0,"0",6932,"85751",0
"14866","NZ_HG941719.1","Streptomyces_fulvissimus_DSM_40593_",44,0,"0",6932,"85751",0
"14867","EU935739","Salinisphaera_hydrothermalis_C41B8_",84,0,"0",3806,"60356",0
"14868","EU935740","Salinisphaera_hydrothermalis_C41B8_",86,0,"0",3806,"60356",0
"14869","EU935738","Salinisphaera_hydrothermalis_C41B8_",55,0,"0",3806,"60356",0
"14870","NZ_HG941719.1","Salinisphaera_hydrothermalis_C41B8_",44,0,"0",3806,"60356",0
"14871","EU935739","Clostridiaceae_bacterium_L21-TH-D2_",84,0,"0",2681,"50526",0
"14872","EU935740","Clostridiaceae_bacterium_L21-TH-D2_",86,0,"0",2681,"50526",0
"14873","EU935738","Clostridiaceae_bacterium_L21-TH-D2_",55,0,"0",2681,"50526",0
"14874","NZ_HG941719.1","Clostridiaceae_bacterium_L21-TH-D2_",44,0,"0",2681,"50526",0
"14875","EU935739","Cellulomonas_sp._KRMCY2_",84,0,"0",4024,"59788",0
"14876","EU935740","Cellulomonas_sp._KRMCY2_",86,0,"0",4024,"59788",0
"14877","EU935738","Cellulomonas_sp._KRMCY2_",55,0,"0",4024,"59788",0
"14878","NZ_HG941719.1","Cellulomonas_sp._KRMCY2_",44,0,"0",4024,"59788",0
"14879","EU935739","Clostridium_sp._ASBs410_",84,0,"0",5213,"122241",0
"14880","EU935740","Clostridium_sp._ASBs410_",86,0,"0",5213,"122241",0
"14881","EU935738","Clostridium_sp._ASBs410_",55,0,"0",5213,"122241",0
"14882","NZ_HG941719.1","Clostridium_sp._ASBs410_",44,0,"0",5213,"122241",0
"14883","EU935739","Desulfovibrio_cf._magneticus_IFRC170_",84,0,"0",3980,"96310",0
"14884","EU935740","Desulfovibrio_cf._magneticus_IFRC170_",86,0,"0",3980,"96310",0
"14885","EU935738","Desulfovibrio_cf._magneticus_IFRC170_",55,0,"0",3980,"96310",0
"14886","NZ_HG941719.1","Desulfovibrio_cf._magneticus_IFRC170_",44,0,"0",3980,"96310",0
"14887","EU935739","Aminiphilus_circumscriptus_DSM_16581_",84,0,"0",2653,"45994",0
"14888","EU935740","Aminiphilus_circumscriptus_DSM_16581_",86,0,"0",2653,"45994",0
"14889","EU935738","Aminiphilus_circumscriptus_DSM_16581_",55,0,"0",2653,"45994",0
"14890","NZ_HG941719.1","Aminiphilus_circumscriptus_DSM_16581_",44,0,"0",2653,"45994",0
"14891","EU935739","Aminobacterium_mobile_DSM_12262_",84,0,"0",1983,"34025",0
"14892","EU935740","Aminobacterium_mobile_DSM_12262_",86,0,"0",1983,"34025",0
"14893","EU935738","Aminobacterium_mobile_DSM_12262_",55,0,"0",1983,"34025",0
"14894","NZ_HG941719.1","Aminobacterium_mobile_DSM_12262_",44,0,"0",1983,"34025",0
"14895","EU935739","Arthrobacter_nicotinovorans_231Sha2.1M6_",84,0,"0",4297,"55417",0
"14896","EU935740","Arthrobacter_nicotinovorans_231Sha2.1M6_",86,0,"0",4297,"55417",0
"14897","EU935738","Arthrobacter_nicotinovorans_231Sha2.1M6_",55,0,"0",4297,"55417",0
"14898","NZ_HG941719.1","Arthrobacter_nicotinovorans_231Sha2.1M6_",44,0,"0",4297,"55417",0
"14899","EU935739","Bradyrhizobium_japonicum_22_",84,58,"57",6398,"140596",0.009
"14900","EU935740","Bradyrhizobium_japonicum_22_",86,0,"0",6398,"140596",0
"14901","EU935738","Bradyrhizobium_japonicum_22_",55,0,"0",6398,"140596",0
"14902","NZ_HG941719.1","Bradyrhizobium_japonicum_22_",44,0,"0",6398,"140596",0
"14903","EU935739","Bradyrhizobium_japonicum_in8p8_",84,48,"47",6850,"168632",0.007
"14904","EU935740","Bradyrhizobium_japonicum_in8p8_",86,0,"0",6850,"168632",0
"14905","EU935738","Bradyrhizobium_japonicum_in8p8_",55,0,"0",6850,"168632",0
"14906","NZ_HG941719.1","Bradyrhizobium_japonicum_in8p8_",44,0,"0",6850,"168632",0
"14907","EU935739","Caldicoprobacter_oshimai_DSM_21659_",84,0,"0",2468,"35744",0
"14908","EU935740","Caldicoprobacter_oshimai_DSM_21659_",86,0,"0",2468,"35744",0
"14909","EU935738","Caldicoprobacter_oshimai_DSM_21659_",55,0,"0",2468,"35744",0
"14910","NZ_HG941719.1","Caldicoprobacter_oshimai_DSM_21659_",44,0,"0",2468,"35744",0
"14911","EU935739","Dechloromonas_agitata_is5_",84,0,"0",3260,"73002",0
"14912","EU935740","Dechloromonas_agitata_is5_",86,0,"0",3260,"73002",0
"14913","EU935738","Dechloromonas_agitata_is5_",55,0,"0",3260,"73002",0
"14914","NZ_HG941719.1","Dechloromonas_agitata_is5_",44,0,"0",3260,"73002",0
"14915","EU935739","Desulforegula_conservatrix_Mb1Pa_",84,0,"0",3769,"80252",0
"14916","EU935740","Desulforegula_conservatrix_Mb1Pa_",86,0,"0",3769,"80252",0
"14917","EU935738","Desulforegula_conservatrix_Mb1Pa_",55,0,"0",3769,"80252",0
"14918","NZ_HG941719.1","Desulforegula_conservatrix_Mb1Pa_",44,0,"0",3769,"80252",0
"14919","EU935739","Geovibrio_sp._L21-Ace-BES_",84,0,"0",2627,"58201",0
"14920","EU935740","Geovibrio_sp._L21-Ace-BES_",86,0,"0",2627,"58201",0
"14921","EU935738","Geovibrio_sp._L21-Ace-BES_",55,0,"0",2627,"58201",0
"14922","NZ_HG941719.1","Geovibrio_sp._L21-Ace-BES_",44,0,"0",2627,"58201",0
"14923","EU935739","Microbacterium_sp._KROCY2_",84,0,"0",2368,"33809",0
"14924","EU935740","Microbacterium_sp._KROCY2_",86,0,"0",2368,"33809",0
"14925","EU935738","Microbacterium_sp._KROCY2_",55,0,"0",2368,"33809",0
"14926","NZ_HG941719.1","Microbacterium_sp._KROCY2_",44,0,"0",2368,"33809",0
"14927","EU935739","Oceanicola_sp._HL-35_",84,0,"0",3983,"65470",0
"14928","EU935740","Oceanicola_sp._HL-35_",86,0,"0",3983,"65470",0
"14929","EU935738","Oceanicola_sp._HL-35_",55,0,"0",3983,"65470",0
"14930","NZ_HG941719.1","Oceanicola_sp._HL-35_",44,0,"0",3983,"65470",0
"14931","EU935739","Algoriphagus_marincola_HL-49_",84,48,"45",3695,"44296",0.013
"14932","EU935740","Algoriphagus_marincola_HL-49_",86,19,"17",3695,"44296",0.005
"14933","EU935738","Algoriphagus_marincola_HL-49_",55,35,"34",3695,"44296",0.009
"14934","NZ_HG941719.1","Algoriphagus_marincola_HL-49_",44,16,"15",3695,"44296",0.004
"14935","EU935739","Sporosarcina_sp._EUR3_2.2.2_",84,0,"0",3389,"52656",0
"14936","EU935740","Sporosarcina_sp._EUR3_2.2.2_",86,0,"0",3389,"52656",0
"14937","EU935738","Sporosarcina_sp._EUR3_2.2.2_",55,0,"0",3389,"52656",0
"14938","NZ_HG941719.1","Sporosarcina_sp._EUR3_2.2.2_",44,0,"0",3389,"52656",0
"14939","EU935739","Kineosporia_aurantiaca_JCM_3230_",84,0,"0",7860,"122903",0
"14940","EU935740","Kineosporia_aurantiaca_JCM_3230_",86,0,"0",7860,"122903",0
"14941","EU935738","Kineosporia_aurantiaca_JCM_3230_",55,0,"0",7860,"122903",0
"14942","NZ_HG941719.1","Kineosporia_aurantiaca_JCM_3230_",44,0,"0",7860,"122903",0
"14943","EU935739","Streptomyces_thermolilacinus_SPC6_",84,0,"0",5525,"87127",0
"14944","EU935740","Streptomyces_thermolilacinus_SPC6_",86,0,"0",5525,"87127",0
"14945","EU935738","Streptomyces_thermolilacinus_SPC6_",55,0,"0",5525,"87127",0
"14946","NZ_HG941719.1","Streptomyces_thermolilacinus_SPC6_",44,0,"0",5525,"87127",0
"14947","EU935739","candidate_division_TM6_bacterium_JCVI_TM6SC1_",84,0,"0",1025,"11524",0
"14948","EU935740","candidate_division_TM6_bacterium_JCVI_TM6SC1_",86,0,"0",1025,"11524",0
"14949","EU935738","candidate_division_TM6_bacterium_JCVI_TM6SC1_",55,0,"0",1025,"11524",0
"14950","NZ_HG941719.1","candidate_division_TM6_bacterium_JCVI_TM6SC1_",44,0,"0",1025,"11524",0
"14951","EU935739","Streptomyces_sp._R1-NS-10_",84,0,"0",10600,"234107",0
"14952","EU935740","Streptomyces_sp._R1-NS-10_",86,0,"0",10600,"234107",0
"14953","EU935738","Streptomyces_sp._R1-NS-10_",55,0,"0",10600,"234107",0
"14954","NZ_HG941719.1","Streptomyces_sp._R1-NS-10_",44,0,"0",10600,"234107",0
"14955","EU935739","Bacillus_firmus_DS1_",84,0,"0",4923,"84236",0
"14956","EU935740","Bacillus_firmus_DS1_",86,0,"0",4923,"84236",0
"14957","EU935738","Bacillus_firmus_DS1_",55,0,"0",4923,"84236",0
"14958","NZ_HG941719.1","Bacillus_firmus_DS1_",44,0,"0",4923,"84236",0
"14959","EU935739","Pseudoalteromonas_agarivorans_S816_",84,20,"19",3984,"67845",0.005
"14960","EU935740","Pseudoalteromonas_agarivorans_S816_",86,0,"0",3984,"67845",0
"14961","EU935738","Pseudoalteromonas_agarivorans_S816_",55,0,"0",3984,"67845",0
"14962","NZ_HG941719.1","Pseudoalteromonas_agarivorans_S816_",44,0,"0",3984,"67845",0
"14963","EU935739","Desulfovibrio_sp._L21-Syr-AB_",84,0,"0",3144,"63386",0
"14964","EU935740","Desulfovibrio_sp._L21-Syr-AB_",86,0,"0",3144,"63386",0
"14965","EU935738","Desulfovibrio_sp._L21-Syr-AB_",55,0,"0",3144,"63386",0
"14966","NZ_HG941719.1","Desulfovibrio_sp._L21-Syr-AB_",44,0,"0",3144,"63386",0
"14967","EU935739","Spirochaeta_sp._L21-RPul-D2_",84,0,"0",3397,"50195",0
"14968","EU935740","Spirochaeta_sp._L21-RPul-D2_",86,0,"0",3397,"50195",0
"14969","EU935738","Spirochaeta_sp._L21-RPul-D2_",55,0,"0",3397,"50195",0
"14970","NZ_HG941719.1","Spirochaeta_sp._L21-RPul-D2_",44,0,"0",3397,"50195",0
"14971","EU935739","Gluconobacter_frateurii_NBRC_103465_",84,0,"0",3094,"41632",0
"14972","EU935740","Gluconobacter_frateurii_NBRC_103465_",86,0,"0",3094,"41632",0
"14973","EU935738","Gluconobacter_frateurii_NBRC_103465_",55,0,"0",3094,"41632",0
"14974","NZ_HG941719.1","Gluconobacter_frateurii_NBRC_103465_",44,0,"0",3094,"41632",0
"14975","EU935739","Gracilibacillus_halophilus_YIM-C55.5_",84,0,"0",2968,"52118",0
"14976","EU935740","Gracilibacillus_halophilus_YIM-C55.5_",86,0,"0",2968,"52118",0
"14977","EU935738","Gracilibacillus_halophilus_YIM-C55.5_",55,0,"0",2968,"52118",0
"14978","NZ_HG941719.1","Gracilibacillus_halophilus_YIM-C55.5_",44,0,"0",2968,"52118",0
"14979","EU935739","Arthrobacter_sp._Br18_",84,0,"0",2969,"37377",0
"14980","EU935740","Arthrobacter_sp._Br18_",86,0,"0",2969,"37377",0
"14981","EU935738","Arthrobacter_sp._Br18_",55,0,"0",2969,"37377",0
"14982","NZ_HG941719.1","Arthrobacter_sp._Br18_",44,0,"0",2969,"37377",0
"14983","EU935739","Arthrobacter_sp._H14_",84,0,"0",3962,"55231",0
"14984","EU935740","Arthrobacter_sp._H14_",86,0,"0",3962,"55231",0
"14985","EU935738","Arthrobacter_sp._H14_",55,0,"0",3962,"55231",0
"14986","NZ_HG941719.1","Arthrobacter_sp._H14_",44,0,"0",3962,"55231",0
"14987","EU935739","Ilumatobacter_coccineus_YM16-304_",84,73,"81",4291,"47391",0.017
"14988","EU935740","Ilumatobacter_coccineus_YM16-304_",86,53,"52",4291,"47391",0.012
"14989","EU935738","Ilumatobacter_coccineus_YM16-304_",55,73,"81",4291,"47391",0.017
"14990","NZ_HG941719.1","Ilumatobacter_coccineus_YM16-304_",44,53,"52",4291,"47391",0.012
"14991","EU935739","Thermocrinis_sp._GBS_",84,0,"0",1423,"26302",0
"14992","EU935740","Thermocrinis_sp._GBS_",86,0,"0",1423,"26302",0
"14993","EU935738","Thermocrinis_sp._GBS_",55,0,"0",1423,"26302",0
"14994","NZ_HG941719.1","Thermocrinis_sp._GBS_",44,0,"0",1423,"26302",0
"14995","EU935739","Borrelia_coriaceae_Co53_",84,0,"0",919,"19267",0
"14996","EU935740","Borrelia_coriaceae_Co53_",86,0,"0",919,"19267",0
"14997","EU935738","Borrelia_coriaceae_Co53_",55,0,"0",919,"19267",0
"14998","NZ_HG941719.1","Borrelia_coriaceae_Co53_",44,0,"0",919,"19267",0
"14999","EU935739","Borrelia_anserina_BA2_",84,0,"0",857,"19885",0
"15000","EU935740","Borrelia_anserina_BA2_",86,0,"0",857,"19885",0
"15001","EU935738","Borrelia_anserina_BA2_",55,0,"0",857,"19885",0
"15002","NZ_HG941719.1","Borrelia_anserina_BA2_",44,0,"0",857,"19885",0
"15003","EU935739","Borrelia_parkeri_SLO_",84,0,"0",876,"19874",0
"15004","EU935740","Borrelia_parkeri_SLO_",86,0,"0",876,"19874",0
"15005","EU935738","Borrelia_parkeri_SLO_",55,0,"0",876,"19874",0
"15006","NZ_HG941719.1","Borrelia_parkeri_SLO_",44,0,"0",876,"19874",0
"15007","EU935739","Thermonema_rossianum_DSM_10300_",84,0,"0",2508,"36120",0
"15008","EU935740","Thermonema_rossianum_DSM_10300_",86,0,"0",2508,"36120",0
