"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"7911","EU935738","Streptococcus_porcinus_str._Jelinkova_176_",55,0,"0",1956,"32263",0
"7912","NZ_HG941719.1","Streptococcus_porcinus_str._Jelinkova_176_",44,0,"0",1956,"32263",0
"7913","EU935739","Streptococcus_criceti_HS-6_",84,0,"0",2290,"34378",0
"7914","EU935740","Streptococcus_criceti_HS-6_",86,0,"0",2290,"34378",0
"7915","EU935738","Streptococcus_criceti_HS-6_",55,0,"0",2290,"34378",0
"7916","NZ_HG941719.1","Streptococcus_criceti_HS-6_",44,0,"0",2290,"34378",0
"7917","EU935739","Prevotella_buccae_ATCC_33574_",84,93,"139",2896,"35597",0.031
"7918","EU935740","Prevotella_buccae_ATCC_33574_",86,89,"250",2896,"35597",0.03
"7919","EU935738","Prevotella_buccae_ATCC_33574_",55,75,"123",2896,"35597",0.025
"7920","NZ_HG941719.1","Prevotella_buccae_ATCC_33574_",44,92,"192",2896,"35597",0.031
"7921","EU935739","Capnocytophaga_ochracea_F0287_",84,42,"39",2333,"33239",0.017
"7922","EU935740","Capnocytophaga_ochracea_F0287_",86,22,"21",2333,"33239",0.009
"7923","EU935738","Capnocytophaga_ochracea_F0287_",55,22,"21",2333,"33239",0.009
"7924","NZ_HG941719.1","Capnocytophaga_ochracea_F0287_",44,22,"21",2333,"33239",0.009
"7925","EU935739","Prevotella_oralis_ATCC_33269_",84,72,"68",2488,"30686",0.028
"7926","EU935740","Prevotella_oralis_ATCC_33269_",86,35,"34",2488,"30686",0.014
"7927","EU935738","Prevotella_oralis_ATCC_33269_",55,35,"34",2488,"30686",0.014
"7928","NZ_HG941719.1","Prevotella_oralis_ATCC_33269_",44,41,"39",2488,"30686",0.016
"7929","EU935739","Mycobacterium_sp._JDM601_",84,72,"78",4346,"87142",0.016
"7930","EU935740","Mycobacterium_sp._JDM601_",86,77,"75",4346,"87142",0.017
"7931","EU935738","Mycobacterium_sp._JDM601_",55,72,"78",4346,"87142",0.016
"7932","NZ_HG941719.1","Mycobacterium_sp._JDM601_",44,55,"54",4346,"87142",0.013
"7933","EU935739","Peptoniphilus_rhinitidis_1-13_",84,0,"0",1849,"29092",0
"7934","EU935740","Peptoniphilus_rhinitidis_1-13_",86,0,"0",1849,"29092",0
"7935","EU935738","Peptoniphilus_rhinitidis_1-13_",55,0,"0",1849,"29092",0
"7936","NZ_HG941719.1","Peptoniphilus_rhinitidis_1-13_",44,0,"0",1849,"29092",0
"7937","EU935739","gamma_proteobacterium_IMCC3088_",84,17,"16",2855,"41693",0.006
"7938","EU935740","gamma_proteobacterium_IMCC3088_",86,0,"0",2855,"41693",0
"7939","EU935738","gamma_proteobacterium_IMCC3088_",55,0,"0",2855,"41693",0
"7940","NZ_HG941719.1","gamma_proteobacterium_IMCC3088_",44,0,"0",2855,"41693",0
"7941","EU935739","Methyloferula_stellata_AR4_",84,0,"0",3747,"67726",0
"7942","EU935740","Methyloferula_stellata_AR4_",86,0,"0",3747,"67726",0
"7943","EU935738","Methyloferula_stellata_AR4_",55,0,"0",3747,"67726",0
"7944","NZ_HG941719.1","Methyloferula_stellata_AR4_",44,0,"0",3747,"67726",0
"7945","EU935739","Ruminococcus_sp._NK3A76_",84,0,"0",3058,"38599",0
"7946","EU935740","Ruminococcus_sp._NK3A76_",86,0,"0",3058,"38599",0
"7947","EU935738","Ruminococcus_sp._NK3A76_",55,0,"0",3058,"38599",0
"7948","NZ_HG941719.1","Ruminococcus_sp._NK3A76_",44,0,"0",3058,"38599",0
"7949","EU935739","Clostridiales_bacterium_NK3B98_",84,0,"0",2516,"38241",0
"7950","EU935740","Clostridiales_bacterium_NK3B98_",86,0,"0",2516,"38241",0
"7951","EU935738","Clostridiales_bacterium_NK3B98_",55,0,"0",2516,"38241",0
"7952","NZ_HG941719.1","Clostridiales_bacterium_NK3B98_",44,0,"0",2516,"38241",0
"7953","EU935739","Erysipelotrichaceae_bacterium_NK3D112_",84,0,"0",2744,"85750",0
"7954","EU935740","Erysipelotrichaceae_bacterium_NK3D112_",86,0,"0",2744,"85750",0
"7955","EU935738","Erysipelotrichaceae_bacterium_NK3D112_",55,0,"0",2744,"85750",0
"7956","NZ_HG941719.1","Erysipelotrichaceae_bacterium_NK3D112_",44,0,"0",2744,"85750",0
"7957","EU935739","Treponema_bryantii_NK4A124_",84,0,"0",2828,"47274",0
"7958","EU935740","Treponema_bryantii_NK4A124_",86,0,"0",2828,"47274",0
"7959","EU935738","Treponema_bryantii_NK4A124_",55,0,"0",2828,"47274",0
"7960","NZ_HG941719.1","Treponema_bryantii_NK4A124_",44,0,"0",2828,"47274",0
"7961","EU935739","Lachnospiraceae_bacterium_NK4A136_",84,0,"0",2448,"42082",0
"7962","EU935740","Lachnospiraceae_bacterium_NK4A136_",86,0,"0",2448,"42082",0
"7963","EU935738","Lachnospiraceae_bacterium_NK4A136_",55,0,"0",2448,"42082",0
"7964","NZ_HG941719.1","Lachnospiraceae_bacterium_NK4A136_",44,0,"0",2448,"42082",0
"7965","EU935739","Lachnospiraceae_bacterium_NK4A144_",84,0,"0",3616,"70717",0
"7966","EU935740","Lachnospiraceae_bacterium_NK4A144_",86,0,"0",3616,"70717",0
"7967","EU935738","Lachnospiraceae_bacterium_NK4A144_",55,0,"0",3616,"70717",0
"7968","NZ_HG941719.1","Lachnospiraceae_bacterium_NK4A144_",44,0,"0",3616,"70717",0
"7969","EU935739","Lachnospiraceae_bacterium_NK4A179_",84,0,"0",2847,"47097",0
"7970","EU935740","Lachnospiraceae_bacterium_NK4A179_",86,0,"0",2847,"47097",0
"7971","EU935738","Lachnospiraceae_bacterium_NK4A179_",55,0,"0",2847,"47097",0
"7972","NZ_HG941719.1","Lachnospiraceae_bacterium_NK4A179_",44,0,"0",2847,"47097",0
"7973","EU935739","Desulfobacter_postgatei_2ac9_",84,13,"12",3440,"55271",0.004
"7974","EU935740","Desulfobacter_postgatei_2ac9_",86,0,"0",3440,"55271",0
"7975","EU935738","Desulfobacter_postgatei_2ac9_",55,0,"0",3440,"55271",0
"7976","NZ_HG941719.1","Desulfobacter_postgatei_2ac9_",44,0,"0",3440,"55271",0
"7977","EU935739","Porphyromonas_asaccharolytica_DSM_20707_",84,9,"8",1712,"22980",0.005
"7978","EU935740","Porphyromonas_asaccharolytica_DSM_20707_",86,0,"0",1712,"22980",0
"7979","EU935738","Porphyromonas_asaccharolytica_DSM_20707_",55,0,"0",1712,"22980",0
"7980","NZ_HG941719.1","Porphyromonas_asaccharolytica_DSM_20707_",44,0,"0",1712,"22980",0
"7981","EU935739","Anaerococcus_prevotii_ACS-065-V-Col13_",84,0,"0",1635,"29596",0
"7982","EU935740","Anaerococcus_prevotii_ACS-065-V-Col13_",86,0,"0",1635,"29596",0
"7983","EU935738","Anaerococcus_prevotii_ACS-065-V-Col13_",55,0,"0",1635,"29596",0
"7984","NZ_HG941719.1","Anaerococcus_prevotii_ACS-065-V-Col13_",44,0,"0",1635,"29596",0
"7985","EU935739","Peptoniphilus_sp._oral_taxon_375_str._F0436_",84,43,"42",2157,"34973",0.019
"7986","EU935740","Peptoniphilus_sp._oral_taxon_375_str._F0436_",86,65,"63",2157,"34973",0.029
"7987","EU935738","Peptoniphilus_sp._oral_taxon_375_str._F0436_",55,43,"42",2157,"34973",0.019
"7988","NZ_HG941719.1","Peptoniphilus_sp._oral_taxon_375_str._F0436_",44,43,"42",2157,"34973",0.02
"7989","EU935739","Veillonella_sp._oral_taxon_158_str._F0412_",84,0,"0",2000,"34812",0
"7990","EU935740","Veillonella_sp._oral_taxon_158_str._F0412_",86,0,"0",2000,"34812",0
"7991","EU935738","Veillonella_sp._oral_taxon_158_str._F0412_",55,0,"0",2000,"34812",0
"7992","NZ_HG941719.1","Veillonella_sp._oral_taxon_158_str._F0412_",44,0,"0",2000,"34812",0
"7993","EU935739","Selenomonas_sp._oral_taxon_137_str._F0430_",84,0,"0",2395,"43624",0
"7994","EU935740","Selenomonas_sp._oral_taxon_137_str._F0430_",86,63,"62",2395,"43624",0.025
"7995","EU935738","Selenomonas_sp._oral_taxon_137_str._F0430_",55,0,"0",2395,"43624",0
"7996","NZ_HG941719.1","Selenomonas_sp._oral_taxon_137_str._F0430_",44,0,"0",2395,"43624",0
"7997","EU935739","Cyclobacterium_marinum_DSM_745_",84,14,"13",5008,"67884",0.003
"7998","EU935740","Cyclobacterium_marinum_DSM_745_",86,0,"0",5008,"67884",0
"7999","EU935738","Cyclobacterium_marinum_DSM_745_",55,0,"0",5008,"67884",0
"8000","NZ_HG941719.1","Cyclobacterium_marinum_DSM_745_",44,0,"0",5008,"67884",0
"8001","EU935739","Flexibacter_litoralis_DSM_6794_",84,8,"7",3900,"37792",0.002
"8002","EU935740","Flexibacter_litoralis_DSM_6794_",86,0,"0",3900,"37792",0
"8003","EU935738","Flexibacter_litoralis_DSM_6794_",55,0,"0",3900,"37792",0
"8004","NZ_HG941719.1","Flexibacter_litoralis_DSM_6794_",44,0,"0",3900,"37792",0
"8005","EU935739","Desulfobacca_acetoxidans_DSM_11109_",84,0,"0",2870,"33534",0
"8006","EU935740","Desulfobacca_acetoxidans_DSM_11109_",86,0,"0",2870,"33534",0
"8007","EU935738","Desulfobacca_acetoxidans_DSM_11109_",55,0,"0",2870,"33534",0
"8008","NZ_HG941719.1","Desulfobacca_acetoxidans_DSM_11109_",44,0,"0",2870,"33534",0
"8009","EU935739","Caldithrix_abyssi_DSM_13497_",84,0,"0",3758,"52712",0
"8010","EU935740","Caldithrix_abyssi_DSM_13497_",86,0,"0",3758,"52712",0
"8011","EU935738","Caldithrix_abyssi_DSM_13497_",55,0,"0",3758,"52712",0
"8012","NZ_HG941719.1","Caldithrix_abyssi_DSM_13497_",44,0,"0",3758,"52712",0
"8013","EU935739","Barnesiella_viscericola_DSM_18177_",84,8,"7",2512,"26207",0.003
"8014","EU935740","Barnesiella_viscericola_DSM_18177_",86,0,"0",2512,"26207",0
"8015","EU935738","Barnesiella_viscericola_DSM_18177_",55,0,"0",2512,"26207",0
"8016","NZ_HG941719.1","Barnesiella_viscericola_DSM_18177_",44,0,"0",2512,"26207",0
"8017","EU935739","Mycoplasma_leachii_PG50_",84,0,"0",883,"13903",0
"8018","EU935740","Mycoplasma_leachii_PG50_",86,0,"0",883,"13903",0
"8019","EU935738","Mycoplasma_leachii_PG50_",55,0,"0",883,"13903",0
"8020","NZ_HG941719.1","Mycoplasma_leachii_PG50_",44,0,"0",883,"13903",0
"8021","EU935739","Rikenella_microfusus_DSM_15922_",84,0,"0",1911,"24141",0
"8022","EU935740","Rikenella_microfusus_DSM_15922_",86,0,"0",1911,"24141",0
"8023","EU935738","Rikenella_microfusus_DSM_15922_",55,0,"0",1911,"24141",0
"8024","NZ_HG941719.1","Rikenella_microfusus_DSM_15922_",44,0,"0",1911,"24141",0
"8025","EU935739","Listeria_ivanovii_subsp._ivanovii_PAM_55_",84,93,"94",2650,"38411",0.034
"8026","EU935740","Listeria_ivanovii_subsp._ivanovii_PAM_55_",86,58,"57",2650,"38411",0.021
"8027","EU935738","Listeria_ivanovii_subsp._ivanovii_PAM_55_",55,86,"88",2650,"38411",0.032
"8028","NZ_HG941719.1","Listeria_ivanovii_subsp._ivanovii_PAM_55_",44,65,"63",2650,"38411",0.024
"8029","EU935739","Saccharomonospora_cyanea_NA-134_",84,0,"0",5046,"88087",0
"8030","EU935740","Saccharomonospora_cyanea_NA-134_",86,0,"0",5046,"88087",0
"8031","EU935738","Saccharomonospora_cyanea_NA-134_",55,0,"0",5046,"88087",0
"8032","NZ_HG941719.1","Saccharomonospora_cyanea_NA-134_",44,0,"0",5046,"88087",0
"8033","EU935739","Saccharomonospora_marina_XMU15_",84,0,"0",5578,"104083",0
"8034","EU935740","Saccharomonospora_marina_XMU15_",86,0,"0",5578,"104083",0
"8035","EU935738","Saccharomonospora_marina_XMU15_",55,0,"0",5578,"104083",0
"8036","NZ_HG941719.1","Saccharomonospora_marina_XMU15_",44,0,"0",5578,"104083",0
"8037","EU935739","Saccharomonospora_xinjiangensis_XJ-54_",84,0,"0",4310,"72780",0
"8038","EU935740","Saccharomonospora_xinjiangensis_XJ-54_",86,0,"0",4310,"72780",0
"8039","EU935738","Saccharomonospora_xinjiangensis_XJ-54_",55,0,"0",4310,"72780",0
"8040","NZ_HG941719.1","Saccharomonospora_xinjiangensis_XJ-54_",44,0,"0",4310,"72780",0
"8041","EU935739","Burkholderia_rhizoxinica_HKI_454_",84,0,"0",3670,"31932",0
"8042","EU935740","Burkholderia_rhizoxinica_HKI_454_",86,0,"0",3670,"31932",0
"8043","EU935738","Burkholderia_rhizoxinica_HKI_454_",55,0,"0",3670,"31932",0
"8044","NZ_HG941719.1","Burkholderia_rhizoxinica_HKI_454_",44,0,"0",3670,"31932",0
"8045","EU935739","Actinobaculum_massiliae_ACS-171-V-Col2_",84,0,"0",1697,"25148",0
"8046","EU935740","Actinobaculum_massiliae_ACS-171-V-Col2_",86,0,"0",1697,"25148",0
"8047","EU935738","Actinobaculum_massiliae_ACS-171-V-Col2_",55,0,"0",1697,"25148",0
"8048","NZ_HG941719.1","Actinobaculum_massiliae_ACS-171-V-Col2_",44,0,"0",1697,"25148",0
"8049","EU935739","Actinobaculum_schaalii_FB123-CNA-2_",84,0,"0",1730,"19804",0
"8050","EU935740","Actinobaculum_schaalii_FB123-CNA-2_",86,0,"0",1730,"19804",0
"8051","EU935738","Actinobaculum_schaalii_FB123-CNA-2_",55,0,"0",1730,"19804",0
"8052","NZ_HG941719.1","Actinobaculum_schaalii_FB123-CNA-2_",44,0,"0",1730,"19804",0
"8053","EU935739","Actinomyces_europaeus_ACS-120-V-Col10b_",84,0,"0",1670,"28950",0
"8054","EU935740","Actinomyces_europaeus_ACS-120-V-Col10b_",86,0,"0",1670,"28950",0
"8055","EU935738","Actinomyces_europaeus_ACS-120-V-Col10b_",55,0,"0",1670,"28950",0
"8056","NZ_HG941719.1","Actinomyces_europaeus_ACS-120-V-Col10b_",44,0,"0",1670,"28950",0
"8057","EU935739","Actinomyces_turicensis_ACS-279-V-Col4_",84,0,"0",1717,"29226",0
"8058","EU935740","Actinomyces_turicensis_ACS-279-V-Col4_",86,0,"0",1717,"29226",0
"8059","EU935738","Actinomyces_turicensis_ACS-279-V-Col4_",55,0,"0",1717,"29226",0
"8060","NZ_HG941719.1","Actinomyces_turicensis_ACS-279-V-Col4_",44,0,"0",1717,"29226",0
"8061","EU935739","Afipia_broomeae_ATCC_49717_",84,25,"24",5042,"86420",0.005
"8062","EU935740","Afipia_broomeae_ATCC_49717_",86,0,"0",5042,"86420",0
"8063","EU935738","Afipia_broomeae_ATCC_49717_",55,0,"0",5042,"86420",0
"8064","NZ_HG941719.1","Afipia_broomeae_ATCC_49717_",44,0,"0",5042,"86420",0
"8065","EU935739","Afipia_felis_ATCC_53690_",84,0,"0",4046,"63460",0
"8066","EU935740","Afipia_felis_ATCC_53690_",86,0,"0",4046,"63460",0
"8067","EU935738","Afipia_felis_ATCC_53690_",55,0,"0",4046,"63460",0
"8068","NZ_HG941719.1","Afipia_felis_ATCC_53690_",44,0,"0",4046,"63460",0
"8069","EU935739","Alloiococcus_otitis_ATCC_51267_",84,0,"0",1630,"29784",0
"8070","EU935740","Alloiococcus_otitis_ATCC_51267_",86,0,"0",1630,"29784",0
"8071","EU935738","Alloiococcus_otitis_ATCC_51267_",55,0,"0",1630,"29784",0
"8072","NZ_HG941719.1","Alloiococcus_otitis_ATCC_51267_",44,0,"0",1630,"29784",0
"8073","EU935739","Bergeyella_zoohelcum_ATCC_43767_",84,0,"0",2138,"30364",0
"8074","EU935740","Bergeyella_zoohelcum_ATCC_43767_",86,0,"0",2138,"30364",0
"8075","EU935738","Bergeyella_zoohelcum_ATCC_43767_",55,0,"0",2138,"30364",0
"8076","NZ_HG941719.1","Bergeyella_zoohelcum_ATCC_43767_",44,0,"0",2138,"30364",0
"8077","EU935739","Dolosigranulum_pigrum_ATCC_51524_",84,0,"0",1692,"27949",0
"8078","EU935740","Dolosigranulum_pigrum_ATCC_51524_",86,0,"0",1692,"27949",0
"8079","EU935738","Dolosigranulum_pigrum_ATCC_51524_",55,0,"0",1692,"27949",0
"8080","NZ_HG941719.1","Dolosigranulum_pigrum_ATCC_51524_",44,0,"0",1692,"27949",0
"8081","EU935739","Eubacterium_infirmum_F0142_",84,0,"0",1765,"27912",0
"8082","EU935740","Eubacterium_infirmum_F0142_",86,0,"0",1765,"27912",0
"8083","EU935738","Eubacterium_infirmum_F0142_",55,0,"0",1765,"27912",0
"8084","NZ_HG941719.1","Eubacterium_infirmum_F0142_",44,0,"0",1765,"27912",0
"8085","EU935739","Facklamia_hominis_ACS-120-V-Sch10_",84,0,"0",1775,"30470",0
"8086","EU935740","Facklamia_hominis_ACS-120-V-Sch10_",86,0,"0",1775,"30470",0
"8087","EU935738","Facklamia_hominis_ACS-120-V-Sch10_",55,0,"0",1775,"30470",0
"8088","NZ_HG941719.1","Facklamia_hominis_ACS-120-V-Sch10_",44,0,"0",1775,"30470",0
"8089","EU935739","Facklamia_ignava_CCUG_37419_",84,0,"0",1643,"27955",0
"8090","EU935740","Facklamia_ignava_CCUG_37419_",86,0,"0",1643,"27955",0
"8091","EU935738","Facklamia_ignava_CCUG_37419_",55,0,"0",1643,"27955",0
"8092","NZ_HG941719.1","Facklamia_ignava_CCUG_37419_",44,0,"0",1643,"27955",0
"8093","EU935739","Facklamia_languida_CCUG_37842_",84,0,"0",1528,"27807",0
"8094","EU935740","Facklamia_languida_CCUG_37842_",86,0,"0",1528,"27807",0
"8095","EU935738","Facklamia_languida_CCUG_37842_",55,0,"0",1528,"27807",0
"8096","NZ_HG941719.1","Facklamia_languida_CCUG_37842_",44,0,"0",1528,"27807",0
"8097","EU935739","Helcococcus_kunzii_ATCC_51366_",84,0,"0",1882,"52473",0
"8098","EU935740","Helcococcus_kunzii_ATCC_51366_",86,0,"0",1882,"52473",0
"8099","EU935738","Helcococcus_kunzii_ATCC_51366_",55,0,"0",1882,"52473",0
"8100","NZ_HG941719.1","Helcococcus_kunzii_ATCC_51366_",44,0,"0",1882,"52473",0
"8101","EU935739","Massilia_timonae_CCUG_45783_",84,0,"0",5236,"109171",0
"8102","EU935740","Massilia_timonae_CCUG_45783_",86,0,"0",5236,"109171",0
"8103","EU935738","Massilia_timonae_CCUG_45783_",55,0,"0",5236,"109171",0
"8104","NZ_HG941719.1","Massilia_timonae_CCUG_45783_",44,0,"0",5236,"109171",0
"8105","EU935739","Veillonella_ratti_ACS-216-V-Col6b_",84,0,"0",2126,"33251",0
"8106","EU935740","Veillonella_ratti_ACS-216-V-Col6b_",86,0,"0",2126,"33251",0
"8107","EU935738","Veillonella_ratti_ACS-216-V-Col6b_",55,0,"0",2126,"33251",0
"8108","NZ_HG941719.1","Veillonella_ratti_ACS-216-V-Col6b_",44,0,"0",2126,"33251",0
"8109","EU935739","Prevotella_micans_F0438_",84,7,"6",2064,"27319",0.003
"8110","EU935740","Prevotella_micans_F0438_",86,0,"0",2064,"27319",0
"8111","EU935738","Prevotella_micans_F0438_",55,0,"0",2064,"27319",0
"8112","NZ_HG941719.1","Prevotella_micans_F0438_",44,0,"0",2064,"27319",0
"8113","EU935739","Streptococcus_urinalis_FB127-CNA-2_",84,0,"0",2203,"37842",0
"8114","EU935740","Streptococcus_urinalis_FB127-CNA-2_",86,0,"0",2203,"37842",0
"8115","EU935738","Streptococcus_urinalis_FB127-CNA-2_",55,0,"0",2203,"37842",0
"8116","NZ_HG941719.1","Streptococcus_urinalis_FB127-CNA-2_",44,0,"0",2203,"37842",0
"8117","EU935739","Turicella_otitidis_ATCC_51513_",84,59,"57",1846,"31688",0.031
"8118","EU935740","Turicella_otitidis_ATCC_51513_",86,20,"19",1846,"31688",0.01
"8119","EU935738","Turicella_otitidis_ATCC_51513_",55,30,"29",1846,"31688",0.016
"8120","NZ_HG941719.1","Turicella_otitidis_ATCC_51513_",44,10,"9",1846,"31688",0.005
"8121","EU935739","Jonquetella_anthropi_DSM_22815_",84,0,"0",1509,"26381",0
"8122","EU935740","Jonquetella_anthropi_DSM_22815_",86,0,"0",1509,"26381",0
"8123","EU935738","Jonquetella_anthropi_DSM_22815_",55,0,"0",1509,"26381",0
"8124","NZ_HG941719.1","Jonquetella_anthropi_DSM_22815_",44,0,"0",1509,"26381",0
"8125","EU935739","Singulisphaera_acidiphila_DSM_18658_",84,0,"0",7197,"113364",0
"8126","EU935740","Singulisphaera_acidiphila_DSM_18658_",86,0,"0",7197,"113364",0
"8127","EU935738","Singulisphaera_acidiphila_DSM_18658_",55,0,"0",7197,"113364",0
"8128","NZ_HG941719.1","Singulisphaera_acidiphila_DSM_18658_",44,0,"0",7197,"113364",0
"8129","EU935739","Muricauda_ruestringensis_DSM_13258_",84,17,"16",3440,"42817",0.005
"8130","EU935740","Muricauda_ruestringensis_DSM_13258_",86,0,"0",3440,"42817",0
"8131","EU935738","Muricauda_ruestringensis_DSM_13258_",55,0,"0",3440,"42817",0
"8132","NZ_HG941719.1","Muricauda_ruestringensis_DSM_13258_",44,0,"0",3440,"42817",0
"8133","EU935739","Anaerophaga_thermohalophila_DSM_12881_",84,0,"0",3386,"52140",0
"8134","EU935740","Anaerophaga_thermohalophila_DSM_12881_",86,0,"0",3386,"52140",0
"8135","EU935738","Anaerophaga_thermohalophila_DSM_12881_",55,0,"0",3386,"52140",0
"8136","NZ_HG941719.1","Anaerophaga_thermohalophila_DSM_12881_",44,0,"0",3386,"52140",0
"8137","EU935739","Paenibacillus_polymyxa_SC2_",84,161,"154",6035,"64464",0.026
"8138","EU935740","Paenibacillus_polymyxa_SC2_",86,102,"97",6035,"64464",0.017
"8139","EU935738","Paenibacillus_polymyxa_SC2_",55,175,"176",6035,"64464",0.029
"8140","NZ_HG941719.1","Paenibacillus_polymyxa_SC2_",44,107,"103",6035,"64464",0.018
"8141","EU935739","Hylemonella_gracilis_ATCC_19624_",84,0,"0",3342,"68224",0
"8142","EU935740","Hylemonella_gracilis_ATCC_19624_",86,0,"0",3342,"68224",0
"8143","EU935738","Hylemonella_gracilis_ATCC_19624_",55,0,"0",3342,"68224",0
"8144","NZ_HG941719.1","Hylemonella_gracilis_ATCC_19624_",44,0,"0",3342,"68224",0
"8145","EU935739","Lachnoanaerobaculum_saburreum_DSM_3986_",84,0,"0",2954,"48829",0
"8146","EU935740","Lachnoanaerobaculum_saburreum_DSM_3986_",86,0,"0",2954,"48829",0
"8147","EU935738","Lachnoanaerobaculum_saburreum_DSM_3986_",55,0,"0",2954,"48829",0
"8148","NZ_HG941719.1","Lachnoanaerobaculum_saburreum_DSM_3986_",44,0,"0",2954,"48829",0
"8149","EU935739","Kingella_kingae_ATCC_23330_",84,130,"131",2102,"23572",0.059
"8150","EU935740","Kingella_kingae_ATCC_23330_",86,116,"282",2102,"23572",0.053
"8151","EU935738","Kingella_kingae_ATCC_23330_",55,48,"47",2102,"23572",0.022
"8152","NZ_HG941719.1","Kingella_kingae_ATCC_23330_",44,53,"51",2102,"23572",0.025
"8153","EU935739","Lautropia_mirabilis_ATCC_51599_",84,10,"9",2666,"42075",0.004
"8154","EU935740","Lautropia_mirabilis_ATCC_51599_",86,58,"74",2666,"42075",0.021
"8155","EU935738","Lautropia_mirabilis_ATCC_51599_",55,0,"0",2666,"42075",0
"8156","NZ_HG941719.1","Lautropia_mirabilis_ATCC_51599_",44,0,"0",2666,"42075",0
"8157","EU935739","Pseudoramibacter_alactolyticus_ATCC_23263_",84,0,"0",2515,"35569",0
"8158","EU935740","Pseudoramibacter_alactolyticus_ATCC_23263_",86,0,"0",2515,"35569",0
"8159","EU935738","Pseudoramibacter_alactolyticus_ATCC_23263_",55,0,"0",2515,"35569",0
"8160","NZ_HG941719.1","Pseudoramibacter_alactolyticus_ATCC_23263_",44,0,"0",2515,"35569",0
"8161","EU935739","Streptococcus_parasanguinis_ATCC_903_",84,0,"0",2080,"36019",0
"8162","EU935740","Streptococcus_parasanguinis_ATCC_903_",86,28,"27",2080,"36019",0.013
"8163","EU935738","Streptococcus_parasanguinis_ATCC_903_",55,0,"0",2080,"36019",0
"8164","NZ_HG941719.1","Streptococcus_parasanguinis_ATCC_903_",44,0,"0",2080,"36019",0
"8165","EU935739","Streptococcus_oralis_ATCC_49296_",84,0,"0",2013,"32254",0
"8166","EU935740","Streptococcus_oralis_ATCC_49296_",86,0,"0",2013,"32254",0
"8167","EU935738","Streptococcus_oralis_ATCC_49296_",55,0,"0",2013,"32254",0
"8168","NZ_HG941719.1","Streptococcus_oralis_ATCC_49296_",44,0,"0",2013,"32254",0
"8169","EU935739","Actinomyces_cardiffensis_F0333_",84,32,"31",1983,"30393",0.015
"8170","EU935740","Actinomyces_cardiffensis_F0333_",86,32,"31",1983,"30393",0.015
"8171","EU935738","Actinomyces_cardiffensis_F0333_",55,32,"31",1983,"30393",0.016
"8172","NZ_HG941719.1","Actinomyces_cardiffensis_F0333_",44,32,"31",1983,"30393",0.016
"8173","EU935739","Actinomyces_sp._oral_taxon_180_str._F0310_",84,38,"37",2070,"32639",0.018
"8174","EU935740","Actinomyces_sp._oral_taxon_180_str._F0310_",86,109,"108",2070,"32639",0.051
"8175","EU935738","Actinomyces_sp._oral_taxon_180_str._F0310_",55,38,"37",2070,"32639",0.018
"8176","NZ_HG941719.1","Actinomyces_sp._oral_taxon_180_str._F0310_",44,32,"31",2070,"32639",0.015
"8177","EU935739","Leptotrichia_wadei_F0279_",84,0,"0",2277,"28138",0
"8178","EU935740","Leptotrichia_wadei_F0279_",86,0,"0",2277,"28138",0
"8179","EU935738","Leptotrichia_wadei_F0279_",55,0,"0",2277,"28138",0
"8180","NZ_HG941719.1","Leptotrichia_wadei_F0279_",44,0,"0",2277,"28138",0
"8181","EU935739","Actinomyces_sp._oral_taxon_448_str._F0400_",84,129,"124",2518,"34463",0.05
"8182","EU935740","Actinomyces_sp._oral_taxon_448_str._F0400_",86,34,"33",2518,"34463",0.013
"8183","EU935738","Actinomyces_sp._oral_taxon_448_str._F0400_",55,37,"35",2518,"34463",0.014
"8184","NZ_HG941719.1","Actinomyces_sp._oral_taxon_448_str._F0400_",44,59,"56",2518,"34463",0.023
"8185","EU935739","Capnocytophaga_sp._oral_taxon_338_str._F0234_",84,82,"165",2445,"30605",0.032
"8186","EU935740","Capnocytophaga_sp._oral_taxon_338_str._F0234_",86,45,"243",2445,"30605",0.018
"8187","EU935738","Capnocytophaga_sp._oral_taxon_338_str._F0234_",55,44,"128",2445,"30605",0.018
"8188","NZ_HG941719.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_",44,42,"172",2445,"30605",0.017
"8189","EU935739","Centipeda_periodontii_DSM_2778_",84,141,"157",2631,"49940",0.052
"8190","EU935740","Centipeda_periodontii_DSM_2778_",86,91,"89",2631,"49940",0.033
"8191","EU935738","Centipeda_periodontii_DSM_2778_",55,54,"53",2631,"49940",0.02
"8192","NZ_HG941719.1","Centipeda_periodontii_DSM_2778_",44,98,"108",2631,"49940",0.037
"8193","EU935739","Dialister_micraerophilus_DSM_19965_",84,76,"77",1243,"22028",0.057
"8194","EU935740","Dialister_micraerophilus_DSM_19965_",86,19,"18",1243,"22028",0.014
"8195","EU935738","Dialister_micraerophilus_DSM_19965_",55,19,"18",1243,"22028",0.015
"8196","NZ_HG941719.1","Dialister_micraerophilus_DSM_19965_",44,76,"77",1243,"22028",0.059
"8197","EU935739","Enterococcus_italicus_DSM_15952_",84,137,"136",2404,"39526",0.055
"8198","EU935740","Enterococcus_italicus_DSM_15952_",86,126,"125",2404,"39526",0.051
"8199","EU935738","Enterococcus_italicus_DSM_15952_",55,98,"98",2404,"39526",0.04
