"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"7969","JN626286.1","Porphyromonas_asaccharolytica_DSM_20707_","37","0","0","1712","22980",NA
"7970","LN864819.1","Porphyromonas_asaccharolytica_DSM_20707_","57","0","0","1712","22980",NA
"7971","NZ_KX523901.1","Porphyromonas_asaccharolytica_DSM_20707_","12","0","0","1712","22980",NA
"7972","MT441554.1","Porphyromonas_asaccharolytica_DSM_20707_","18","0","0","1712","22980",NA
"7973","JN626286.1","Anaerococcus_prevotii_ACS-065-V-Col13_","37","0","0","1635","29596",NA
"7974","LN864819.1","Anaerococcus_prevotii_ACS-065-V-Col13_","57","0","0","1635","29596",NA
"7975","NZ_KX523901.1","Anaerococcus_prevotii_ACS-065-V-Col13_","12","0","0","1635","29596",NA
"7976","MT441554.1","Anaerococcus_prevotii_ACS-065-V-Col13_","18","0","0","1635","29596",NA
"7977","JN626286.1","Peptoniphilus_sp._oral_taxon_375_str._F0436_","37","43","42","2157","34973",NA
"7978","LN864819.1","Peptoniphilus_sp._oral_taxon_375_str._F0436_","57","43","42","2157","34973",NA
"7979","NZ_KX523901.1","Peptoniphilus_sp._oral_taxon_375_str._F0436_","12","43","42","2157","34973",NA
"7980","MT441554.1","Peptoniphilus_sp._oral_taxon_375_str._F0436_","18","43","42","2157","34973",NA
"7981","JN626286.1","Veillonella_sp._oral_taxon_158_str._F0412_","37","0","0","2000","34812",NA
"7982","LN864819.1","Veillonella_sp._oral_taxon_158_str._F0412_","57","0","0","2000","34812",NA
"7983","NZ_KX523901.1","Veillonella_sp._oral_taxon_158_str._F0412_","12","0","0","2000","34812",NA
"7984","MT441554.1","Veillonella_sp._oral_taxon_158_str._F0412_","18","0","0","2000","34812",NA
"7985","JN626286.1","Selenomonas_sp._oral_taxon_137_str._F0430_","37","121","120","2395","43624",NA
"7986","LN864819.1","Selenomonas_sp._oral_taxon_137_str._F0430_","57","121","120","2395","43624",NA
"7987","NZ_KX523901.1","Selenomonas_sp._oral_taxon_137_str._F0430_","12","0","0","2395","43624",NA
"7988","MT441554.1","Selenomonas_sp._oral_taxon_137_str._F0430_","18","0","0","2395","43624",NA
"7989","JN626286.1","Cyclobacterium_marinum_DSM_745_","37","22","21","5008","67884",NA
"7990","LN864819.1","Cyclobacterium_marinum_DSM_745_","57","42","42","5008","67884",NA
"7991","NZ_KX523901.1","Cyclobacterium_marinum_DSM_745_","12","0","0","5008","67884",NA
"7992","MT441554.1","Cyclobacterium_marinum_DSM_745_","18","0","0","5008","67884",NA
"7993","JN626286.1","Flexibacter_litoralis_DSM_6794_","37","0","0","3900","37792",NA
"7994","LN864819.1","Flexibacter_litoralis_DSM_6794_","57","0","0","3900","37792",NA
"7995","NZ_KX523901.1","Flexibacter_litoralis_DSM_6794_","12","0","0","3900","37792",NA
"7996","MT441554.1","Flexibacter_litoralis_DSM_6794_","18","0","0","3900","37792",NA
"7997","JN626286.1","Desulfobacca_acetoxidans_DSM_11109_","37","23","22","2870","33534",NA
"7998","LN864819.1","Desulfobacca_acetoxidans_DSM_11109_","57","23","22","2870","33534",NA
"7999","NZ_KX523901.1","Desulfobacca_acetoxidans_DSM_11109_","12","0","0","2870","33534",NA
"8000","MT441554.1","Desulfobacca_acetoxidans_DSM_11109_","18","15","14","2870","33534",NA
"8001","JN626286.1","Caldithrix_abyssi_DSM_13497_","37","21","20","3758","52712",NA
"8002","LN864819.1","Caldithrix_abyssi_DSM_13497_","57","21","20","3758","52712",NA
"8003","NZ_KX523901.1","Caldithrix_abyssi_DSM_13497_","12","0","0","3758","52712",NA
"8004","MT441554.1","Caldithrix_abyssi_DSM_13497_","18","11","10","3758","52712",NA
"8005","JN626286.1","Barnesiella_viscericola_DSM_18177_","37","0","0","2512","26207",NA
"8006","LN864819.1","Barnesiella_viscericola_DSM_18177_","57","0","0","2512","26207",NA
"8007","NZ_KX523901.1","Barnesiella_viscericola_DSM_18177_","12","0","0","2512","26207",NA
"8008","MT441554.1","Barnesiella_viscericola_DSM_18177_","18","0","0","2512","26207",NA
"8009","JN626286.1","Mycoplasma_leachii_PG50_","37","0","0","883","13903",NA
"8010","LN864819.1","Mycoplasma_leachii_PG50_","57","0","0","883","13903",NA
"8011","NZ_KX523901.1","Mycoplasma_leachii_PG50_","12","0","0","883","13903",NA
"8012","MT441554.1","Mycoplasma_leachii_PG50_","18","0","0","883","13903",NA
"8013","JN626286.1","Rikenella_microfusus_DSM_15922_","37","0","0","1911","24141",NA
"8014","LN864819.1","Rikenella_microfusus_DSM_15922_","57","0","0","1911","24141",NA
"8015","NZ_KX523901.1","Rikenella_microfusus_DSM_15922_","12","0","0","1911","24141",NA
"8016","MT441554.1","Rikenella_microfusus_DSM_15922_","18","0","0","1911","24141",NA
"8017","JN626286.1","Listeria_ivanovii_subsp._ivanovii_PAM_55_","37","111","140","2650","38411",NA
"8018","LN864819.1","Listeria_ivanovii_subsp._ivanovii_PAM_55_","57","111","140","2650","38411",NA
"8019","NZ_KX523901.1","Listeria_ivanovii_subsp._ivanovii_PAM_55_","12","65","63","2650","38411",NA
"8020","MT441554.1","Listeria_ivanovii_subsp._ivanovii_PAM_55_","18","89","94","2650","38411",NA
"8021","JN626286.1","Saccharomonospora_cyanea_NA-134_","37","0","0","5046","88087",NA
"8022","LN864819.1","Saccharomonospora_cyanea_NA-134_","57","0","0","5046","88087",NA
"8023","NZ_KX523901.1","Saccharomonospora_cyanea_NA-134_","12","0","0","5046","88087",NA
"8024","MT441554.1","Saccharomonospora_cyanea_NA-134_","18","17","16","5046","88087",NA
"8025","JN626286.1","Saccharomonospora_marina_XMU15_","37","0","0","5578","104083",NA
"8026","LN864819.1","Saccharomonospora_marina_XMU15_","57","0","0","5578","104083",NA
"8027","NZ_KX523901.1","Saccharomonospora_marina_XMU15_","12","0","0","5578","104083",NA
"8028","MT441554.1","Saccharomonospora_marina_XMU15_","18","19","18","5578","104083",NA
"8029","JN626286.1","Saccharomonospora_xinjiangensis_XJ-54_","37","0","0","4310","72780",NA
"8030","LN864819.1","Saccharomonospora_xinjiangensis_XJ-54_","57","0","0","4310","72780",NA
"8031","NZ_KX523901.1","Saccharomonospora_xinjiangensis_XJ-54_","12","0","0","4310","72780",NA
"8032","MT441554.1","Saccharomonospora_xinjiangensis_XJ-54_","18","15","14","4310","72780",NA
"8033","JN626286.1","Burkholderia_rhizoxinica_HKI_454_","37","17","16","3670","31932",NA
"8034","LN864819.1","Burkholderia_rhizoxinica_HKI_454_","57","17","16","3670","31932",NA
"8035","NZ_KX523901.1","Burkholderia_rhizoxinica_HKI_454_","12","0","0","3670","31932",NA
"8036","MT441554.1","Burkholderia_rhizoxinica_HKI_454_","18","16","15","3670","31932",NA
"8037","JN626286.1","Actinobaculum_massiliae_ACS-171-V-Col2_","37","0","0","1697","25148",NA
"8038","LN864819.1","Actinobaculum_massiliae_ACS-171-V-Col2_","57","0","0","1697","25148",NA
"8039","NZ_KX523901.1","Actinobaculum_massiliae_ACS-171-V-Col2_","12","0","0","1697","25148",NA
"8040","MT441554.1","Actinobaculum_massiliae_ACS-171-V-Col2_","18","18","17","1697","25148",NA
"8041","JN626286.1","Actinobaculum_schaalii_FB123-CNA-2_","37","0","0","1730","19804",NA
"8042","LN864819.1","Actinobaculum_schaalii_FB123-CNA-2_","57","0","0","1730","19804",NA
"8043","NZ_KX523901.1","Actinobaculum_schaalii_FB123-CNA-2_","12","0","0","1730","19804",NA
"8044","MT441554.1","Actinobaculum_schaalii_FB123-CNA-2_","18","19","18","1730","19804",NA
"8045","JN626286.1","Actinomyces_europaeus_ACS-120-V-Col10b_","37","0","0","1670","28950",NA
"8046","LN864819.1","Actinomyces_europaeus_ACS-120-V-Col10b_","57","0","0","1670","28950",NA
"8047","NZ_KX523901.1","Actinomyces_europaeus_ACS-120-V-Col10b_","12","0","0","1670","28950",NA
"8048","MT441554.1","Actinomyces_europaeus_ACS-120-V-Col10b_","18","0","0","1670","28950",NA
"8049","JN626286.1","Actinomyces_turicensis_ACS-279-V-Col4_","37","0","0","1717","29226",NA
"8050","LN864819.1","Actinomyces_turicensis_ACS-279-V-Col4_","57","0","0","1717","29226",NA
"8051","NZ_KX523901.1","Actinomyces_turicensis_ACS-279-V-Col4_","12","0","0","1717","29226",NA
"8052","MT441554.1","Actinomyces_turicensis_ACS-279-V-Col4_","18","0","0","1717","29226",NA
"8053","JN626286.1","Afipia_broomeae_ATCC_49717_","37","34","33","5042","86420",NA
"8054","LN864819.1","Afipia_broomeae_ATCC_49717_","57","34","33","5042","86420",NA
"8055","NZ_KX523901.1","Afipia_broomeae_ATCC_49717_","12","0","0","5042","86420",NA
"8056","MT441554.1","Afipia_broomeae_ATCC_49717_","18","17","16","5042","86420",NA
"8057","JN626286.1","Afipia_felis_ATCC_53690_","37","25","24","4046","63460",NA
"8058","LN864819.1","Afipia_felis_ATCC_53690_","57","25","24","4046","63460",NA
"8059","NZ_KX523901.1","Afipia_felis_ATCC_53690_","12","0","0","4046","63460",NA
"8060","MT441554.1","Afipia_felis_ATCC_53690_","18","19","18","4046","63460",NA
"8061","JN626286.1","Alloiococcus_otitis_ATCC_51267_","37","0","0","1630","29784",NA
"8062","LN864819.1","Alloiococcus_otitis_ATCC_51267_","57","0","0","1630","29784",NA
"8063","NZ_KX523901.1","Alloiococcus_otitis_ATCC_51267_","12","0","0","1630","29784",NA
"8064","MT441554.1","Alloiococcus_otitis_ATCC_51267_","18","28","27","1630","29784",NA
"8065","JN626286.1","Bergeyella_zoohelcum_ATCC_43767_","37","0","0","2138","30364",NA
"8066","LN864819.1","Bergeyella_zoohelcum_ATCC_43767_","57","0","0","2138","30364",NA
"8067","NZ_KX523901.1","Bergeyella_zoohelcum_ATCC_43767_","12","0","0","2138","30364",NA
"8068","MT441554.1","Bergeyella_zoohelcum_ATCC_43767_","18","0","0","2138","30364",NA
"8069","JN626286.1","Dolosigranulum_pigrum_ATCC_51524_","37","0","0","1692","27949",NA
"8070","LN864819.1","Dolosigranulum_pigrum_ATCC_51524_","57","0","0","1692","27949",NA
"8071","NZ_KX523901.1","Dolosigranulum_pigrum_ATCC_51524_","12","0","0","1692","27949",NA
"8072","MT441554.1","Dolosigranulum_pigrum_ATCC_51524_","18","25","24","1692","27949",NA
"8073","JN626286.1","Eubacterium_infirmum_F0142_","37","0","0","1765","27912",NA
"8074","LN864819.1","Eubacterium_infirmum_F0142_","57","0","0","1765","27912",NA
"8075","NZ_KX523901.1","Eubacterium_infirmum_F0142_","12","0","0","1765","27912",NA
"8076","MT441554.1","Eubacterium_infirmum_F0142_","18","0","0","1765","27912",NA
"8077","JN626286.1","Facklamia_hominis_ACS-120-V-Sch10_","37","0","0","1775","30470",NA
"8078","LN864819.1","Facklamia_hominis_ACS-120-V-Sch10_","57","0","0","1775","30470",NA
"8079","NZ_KX523901.1","Facklamia_hominis_ACS-120-V-Sch10_","12","0","0","1775","30470",NA
"8080","MT441554.1","Facklamia_hominis_ACS-120-V-Sch10_","18","0","0","1775","30470",NA
"8081","JN626286.1","Facklamia_ignava_CCUG_37419_","37","0","0","1643","27955",NA
"8082","LN864819.1","Facklamia_ignava_CCUG_37419_","57","60","59","1643","27955",NA
"8083","NZ_KX523901.1","Facklamia_ignava_CCUG_37419_","12","0","0","1643","27955",NA
"8084","MT441554.1","Facklamia_ignava_CCUG_37419_","18","0","0","1643","27955",NA
"8085","JN626286.1","Facklamia_languida_CCUG_37842_","37","0","0","1528","27807",NA
"8086","LN864819.1","Facklamia_languida_CCUG_37842_","57","73","72","1528","27807",NA
"8087","NZ_KX523901.1","Facklamia_languida_CCUG_37842_","12","0","0","1528","27807",NA
"8088","MT441554.1","Facklamia_languida_CCUG_37842_","18","31","30","1528","27807",NA
"8089","JN626286.1","Helcococcus_kunzii_ATCC_51366_","37","0","0","1882","52473",NA
"8090","LN864819.1","Helcococcus_kunzii_ATCC_51366_","57","0","0","1882","52473",NA
"8091","NZ_KX523901.1","Helcococcus_kunzii_ATCC_51366_","12","0","0","1882","52473",NA
"8092","MT441554.1","Helcococcus_kunzii_ATCC_51366_","18","0","0","1882","52473",NA
"8093","JN626286.1","Massilia_timonae_CCUG_45783_","37","110","109","5236","109171",NA
"8094","LN864819.1","Massilia_timonae_CCUG_45783_","57","110","109","5236","109171",NA
"8095","NZ_KX523901.1","Massilia_timonae_CCUG_45783_","12","0","0","5236","109171",NA
"8096","MT441554.1","Massilia_timonae_CCUG_45783_","18","26","25","5236","109171",NA
"8097","JN626286.1","Veillonella_ratti_ACS-216-V-Col6b_","37","0","0","2126","33251",NA
"8098","LN864819.1","Veillonella_ratti_ACS-216-V-Col6b_","57","0","0","2126","33251",NA
"8099","NZ_KX523901.1","Veillonella_ratti_ACS-216-V-Col6b_","12","0","0","2126","33251",NA
"8100","MT441554.1","Veillonella_ratti_ACS-216-V-Col6b_","18","0","0","2126","33251",NA
"8101","JN626286.1","Prevotella_micans_F0438_","37","0","0","2064","27319",NA
"8102","LN864819.1","Prevotella_micans_F0438_","57","0","0","2064","27319",NA
"8103","NZ_KX523901.1","Prevotella_micans_F0438_","12","0","0","2064","27319",NA
"8104","MT441554.1","Prevotella_micans_F0438_","18","0","0","2064","27319",NA
"8105","JN626286.1","Streptococcus_urinalis_FB127-CNA-2_","37","0","0","2203","37842",NA
"8106","LN864819.1","Streptococcus_urinalis_FB127-CNA-2_","57","0","0","2203","37842",NA
"8107","NZ_KX523901.1","Streptococcus_urinalis_FB127-CNA-2_","12","0","0","2203","37842",NA
"8108","MT441554.1","Streptococcus_urinalis_FB127-CNA-2_","18","0","0","2203","37842",NA
"8109","JN626286.1","Turicella_otitidis_ATCC_51513_","37","56","67","1846","31688",NA
"8110","LN864819.1","Turicella_otitidis_ATCC_51513_","57","56","67","1846","31688",NA
"8111","NZ_KX523901.1","Turicella_otitidis_ATCC_51513_","12","0","0","1846","31688",NA
"8112","MT441554.1","Turicella_otitidis_ATCC_51513_","18","18","17","1846","31688",NA
"8113","JN626286.1","Jonquetella_anthropi_DSM_22815_","37","0","0","1509","26381",NA
"8114","LN864819.1","Jonquetella_anthropi_DSM_22815_","57","0","0","1509","26381",NA
"8115","NZ_KX523901.1","Jonquetella_anthropi_DSM_22815_","12","0","0","1509","26381",NA
"8116","MT441554.1","Jonquetella_anthropi_DSM_22815_","18","0","0","1509","26381",NA
"8117","JN626286.1","Singulisphaera_acidiphila_DSM_18658_","37","0","0","7197","113364",NA
"8118","LN864819.1","Singulisphaera_acidiphila_DSM_18658_","57","0","0","7197","113364",NA
"8119","NZ_KX523901.1","Singulisphaera_acidiphila_DSM_18658_","12","0","0","7197","113364",NA
"8120","MT441554.1","Singulisphaera_acidiphila_DSM_18658_","18","0","0","7197","113364",NA
"8121","JN626286.1","Muricauda_ruestringensis_DSM_13258_","37","20","19","3440","42817",NA
"8122","LN864819.1","Muricauda_ruestringensis_DSM_13258_","57","20","19","3440","42817",NA
"8123","NZ_KX523901.1","Muricauda_ruestringensis_DSM_13258_","12","0","0","3440","42817",NA
"8124","MT441554.1","Muricauda_ruestringensis_DSM_13258_","18","0","0","3440","42817",NA
"8125","JN626286.1","Anaerophaga_thermohalophila_DSM_12881_","37","0","0","3386","52140",NA
"8126","LN864819.1","Anaerophaga_thermohalophila_DSM_12881_","57","0","0","3386","52140",NA
"8127","NZ_KX523901.1","Anaerophaga_thermohalophila_DSM_12881_","12","0","0","3386","52140",NA
"8128","MT441554.1","Anaerophaga_thermohalophila_DSM_12881_","18","0","0","3386","52140",NA
"8129","JN626286.1","Paenibacillus_polymyxa_SC2_","37","111","109","6035","64464",NA
"8130","LN864819.1","Paenibacillus_polymyxa_SC2_","57","111","109","6035","64464",NA
"8131","NZ_KX523901.1","Paenibacillus_polymyxa_SC2_","12","89","86","6035","64464",NA
"8132","MT441554.1","Paenibacillus_polymyxa_SC2_","18","89","86","6035","64464",NA
"8133","JN626286.1","Hylemonella_gracilis_ATCC_19624_","37","25","24","3342","68224",NA
"8134","LN864819.1","Hylemonella_gracilis_ATCC_19624_","57","25","24","3342","68224",NA
"8135","NZ_KX523901.1","Hylemonella_gracilis_ATCC_19624_","12","0","0","3342","68224",NA
"8136","MT441554.1","Hylemonella_gracilis_ATCC_19624_","18","47","46","3342","68224",NA
"8137","JN626286.1","Lachnoanaerobaculum_saburreum_DSM_3986_","37","0","0","2954","48829",NA
"8138","LN864819.1","Lachnoanaerobaculum_saburreum_DSM_3986_","57","0","0","2954","48829",NA
"8139","NZ_KX523901.1","Lachnoanaerobaculum_saburreum_DSM_3986_","12","0","0","2954","48829",NA
"8140","MT441554.1","Lachnoanaerobaculum_saburreum_DSM_3986_","18","0","0","2954","48829",NA
"8141","JN626286.1","Kingella_kingae_ATCC_23330_","37","48","47","2102","23572",NA
"8142","LN864819.1","Kingella_kingae_ATCC_23330_","57","55","54","2102","23572",NA
"8143","NZ_KX523901.1","Kingella_kingae_ATCC_23330_","12","48","47","2102","23572",NA
"8144","MT441554.1","Kingella_kingae_ATCC_23330_","18","70","75","2102","23572",NA
"8145","JN626286.1","Lautropia_mirabilis_ATCC_51599_","37","30","44","2666","42075",NA
"8146","LN864819.1","Lautropia_mirabilis_ATCC_51599_","57","51","69","2666","42075",NA
"8147","NZ_KX523901.1","Lautropia_mirabilis_ATCC_51599_","12","0","0","2666","42075",NA
"8148","MT441554.1","Lautropia_mirabilis_ATCC_51599_","18","36","35","2666","42075",NA
"8149","JN626286.1","Pseudoramibacter_alactolyticus_ATCC_23263_","37","0","0","2515","35569",NA
"8150","LN864819.1","Pseudoramibacter_alactolyticus_ATCC_23263_","57","0","0","2515","35569",NA
"8151","NZ_KX523901.1","Pseudoramibacter_alactolyticus_ATCC_23263_","12","0","0","2515","35569",NA
"8152","MT441554.1","Pseudoramibacter_alactolyticus_ATCC_23263_","18","0","0","2515","35569",NA
"8153","JN626286.1","Streptococcus_parasanguinis_ATCC_903_","37","0","0","2080","36019",NA
"8154","LN864819.1","Streptococcus_parasanguinis_ATCC_903_","57","54","55","2080","36019",NA
"8155","NZ_KX523901.1","Streptococcus_parasanguinis_ATCC_903_","12","0","0","2080","36019",NA
"8156","MT441554.1","Streptococcus_parasanguinis_ATCC_903_","18","24","23","2080","36019",NA
"8157","JN626286.1","Streptococcus_oralis_ATCC_49296_","37","0","0","2013","32254",NA
"8158","LN864819.1","Streptococcus_oralis_ATCC_49296_","57","0","0","2013","32254",NA
"8159","NZ_KX523901.1","Streptococcus_oralis_ATCC_49296_","12","0","0","2013","32254",NA
"8160","MT441554.1","Streptococcus_oralis_ATCC_49296_","18","16","15","2013","32254",NA
"8161","JN626286.1","Actinomyces_cardiffensis_F0333_","37","32","31","1983","30393",NA
"8162","LN864819.1","Actinomyces_cardiffensis_F0333_","57","32","31","1983","30393",NA
"8163","NZ_KX523901.1","Actinomyces_cardiffensis_F0333_","12","32","31","1983","30393",NA
"8164","MT441554.1","Actinomyces_cardiffensis_F0333_","18","44","43","1983","30393",NA
"8165","JN626286.1","Actinomyces_sp._oral_taxon_180_str._F0310_","37","103","102","2070","32639",NA
"8166","LN864819.1","Actinomyces_sp._oral_taxon_180_str._F0310_","57","169","176","2070","32639",NA
"8167","NZ_KX523901.1","Actinomyces_sp._oral_taxon_180_str._F0310_","12","32","31","2070","32639",NA
"8168","MT441554.1","Actinomyces_sp._oral_taxon_180_str._F0310_","18","43","43","2070","32639",NA
"8169","JN626286.1","Leptotrichia_wadei_F0279_","37","0","0","2277","28138",NA
"8170","LN864819.1","Leptotrichia_wadei_F0279_","57","0","0","2277","28138",NA
"8171","NZ_KX523901.1","Leptotrichia_wadei_F0279_","12","0","0","2277","28138",NA
"8172","MT441554.1","Leptotrichia_wadei_F0279_","18","0","0","2277","28138",NA
"8173","JN626286.1","Actinomyces_sp._oral_taxon_448_str._F0400_","37","34","33","2518","34463",NA
"8174","LN864819.1","Actinomyces_sp._oral_taxon_448_str._F0400_","57","41","40","2518","34463",NA
"8175","NZ_KX523901.1","Actinomyces_sp._oral_taxon_448_str._F0400_","12","34","33","2518","34463",NA
"8176","MT441554.1","Actinomyces_sp._oral_taxon_448_str._F0400_","18","45","45","2518","34463",NA
"8177","JN626286.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","37","44","136","2445","30605",NA
"8178","LN864819.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","57","44","136","2445","30605",NA
"8179","NZ_KX523901.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","12","40","61","2445","30605",NA
"8180","MT441554.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","18","46","45","2445","30605",NA
"8181","JN626286.1","Centipeda_periodontii_DSM_2778_","37","210","223","2631","49940",NA
"8182","LN864819.1","Centipeda_periodontii_DSM_2778_","57","346","399","2631","49940",NA
"8183","NZ_KX523901.1","Centipeda_periodontii_DSM_2778_","12","105","111","2631","49940",NA
"8184","MT441554.1","Centipeda_periodontii_DSM_2778_","18","105","111","2631","49940",NA
"8185","JN626286.1","Dialister_micraerophilus_DSM_19965_","37","19","18","1243","22028",NA
"8186","LN864819.1","Dialister_micraerophilus_DSM_19965_","57","132","154","1243","22028",NA
"8187","NZ_KX523901.1","Dialister_micraerophilus_DSM_19965_","12","19","18","1243","22028",NA
"8188","MT441554.1","Dialister_micraerophilus_DSM_19965_","18","19","18","1243","22028",NA
"8189","JN626286.1","Enterococcus_italicus_DSM_15952_","37","92","93","2404","39526",NA
"8190","LN864819.1","Enterococcus_italicus_DSM_15952_","57","98","99","2404","39526",NA
"8191","NZ_KX523901.1","Enterococcus_italicus_DSM_15952_","12","71","70","2404","39526",NA
"8192","MT441554.1","Enterococcus_italicus_DSM_15952_","18","116","118","2404","39526",NA
"8193","JN626286.1","Actinomyces_neuii_BVS029A5_","37","0","0","1935","29700",NA
"8194","LN864819.1","Actinomyces_neuii_BVS029A5_","57","0","0","1935","29700",NA
"8195","NZ_KX523901.1","Actinomyces_neuii_BVS029A5_","12","0","0","1935","29700",NA
"8196","MT441554.1","Actinomyces_neuii_BVS029A5_","18","0","0","1935","29700",NA
"8197","JN626286.1","Eubacterium_sulci_ATCC_35585_","37","32","31","1587","20433",NA
"8198","LN864819.1","Eubacterium_sulci_ATCC_35585_","57","32","31","1587","20433",NA
"8199","NZ_KX523901.1","Eubacterium_sulci_ATCC_35585_","12","32","31","1587","20433",NA
"8200","MT441554.1","Eubacterium_sulci_ATCC_35585_","18","32","31","1587","20433",NA
"8201","JN626286.1","Prevotella_multiformis_DSM_16608_","37","86","89","2884","30681",NA
"8202","LN864819.1","Prevotella_multiformis_DSM_16608_","57","86","89","2884","30681",NA
"8203","NZ_KX523901.1","Prevotella_multiformis_DSM_16608_","12","93","99","2884","30681",NA
"8204","MT441554.1","Prevotella_multiformis_DSM_16608_","18","53","54","2884","30681",NA
"8205","JN626286.1","Streptococcus_peroris_ATCC_700780_","37","44","43","1638","34153",NA
"8206","LN864819.1","Streptococcus_peroris_ATCC_700780_","57","44","43","1638","34153",NA
"8207","NZ_KX523901.1","Streptococcus_peroris_ATCC_700780_","12","58","62","1638","34153",NA
"8208","MT441554.1","Streptococcus_peroris_ATCC_700780_","18","106","114","1638","34153",NA
"8209","JN626286.1","Streptococcus_sanguinis_SK49_","37","76","75","2272","37330",NA
"8210","LN864819.1","Streptococcus_sanguinis_SK49_","57","129","134","2272","37330",NA
"8211","NZ_KX523901.1","Streptococcus_sanguinis_SK49_","12","49","48","2272","37330",NA
"8212","MT441554.1","Streptococcus_sanguinis_SK49_","18","76","75","2272","37330",NA
"8213","JN626286.1","Streptococcus_sanguinis_SK355_","37","45","44","2320","37304",NA
"8214","LN864819.1","Streptococcus_sanguinis_SK355_","57","92","92","2320","37304",NA
"8215","NZ_KX523901.1","Streptococcus_sanguinis_SK355_","12","45","44","2320","37304",NA
"8216","MT441554.1","Streptococcus_sanguinis_SK355_","18","45","44","2320","37304",NA
"8217","JN626286.1","Streptococcus_sanguinis_SK1057_","37","74","73","2322","38555",NA
"8218","LN864819.1","Streptococcus_sanguinis_SK1057_","57","129","128","2322","38555",NA
"8219","NZ_KX523901.1","Streptococcus_sanguinis_SK1057_","12","74","73","2322","38555",NA
"8220","MT441554.1","Streptococcus_sanguinis_SK1057_","18","74","73","2322","38555",NA
"8221","JN626286.1","Prevotella_salivae_DSM_15606_","37","37","36","2939","32697",NA
"8222","LN864819.1","Prevotella_salivae_DSM_15606_","57","37","36","2939","32697",NA
"8223","NZ_KX523901.1","Prevotella_salivae_DSM_15606_","12","52","57","2939","32697",NA
"8224","MT441554.1","Prevotella_salivae_DSM_15606_","18","57","61","2939","32697",NA
"8225","JN626286.1","Streptococcus_australis_ATCC_700641_","37","48","47","2030","37627",NA
"8226","LN864819.1","Streptococcus_australis_ATCC_700641_","57","143","144","2030","37627",NA
"8227","NZ_KX523901.1","Streptococcus_australis_ATCC_700641_","12","57","55","2030","37627",NA
"8228","MT441554.1","Streptococcus_australis_ATCC_700641_","18","82","83","2030","37627",NA
"8229","JN626286.1","Streptococcus_cristatus_ATCC_51100_","37","63","62","1967","30666",NA
"8230","LN864819.1","Streptococcus_cristatus_ATCC_51100_","57","139","140","1967","30666",NA
"8231","NZ_KX523901.1","Streptococcus_cristatus_ATCC_51100_","12","45","43","1967","30666",NA
"8232","MT441554.1","Streptococcus_cristatus_ATCC_51100_","18","101","100","1967","30666",NA
"8233","JN626286.1","Streptococcus_infantis_ATCC_700779_","37","36","35","1928","32050",NA
"8234","LN864819.1","Streptococcus_infantis_ATCC_700779_","57","36","35","1928","32050",NA
"8235","NZ_KX523901.1","Streptococcus_infantis_ATCC_700779_","12","52","55","1928","32050",NA
"8236","MT441554.1","Streptococcus_infantis_ATCC_700779_","18","78","82","1928","32050",NA
"8237","JN626286.1","Spirochaeta_africana_DSM_8902_","37","0","0","2787","40323",NA
"8238","LN864819.1","Spirochaeta_africana_DSM_8902_","57","0","0","2787","40323",NA
"8239","NZ_KX523901.1","Spirochaeta_africana_DSM_8902_","12","0","0","2787","40323",NA
"8240","MT441554.1","Spirochaeta_africana_DSM_8902_","18","0","0","2787","40323",NA
"8241","JN626286.1","Lactobacillus_acidophilus_30SC_","37","0","0","2053","26288",NA
"8242","LN864819.1","Lactobacillus_acidophilus_30SC_","57","0","0","2053","26288",NA
"8243","NZ_KX523901.1","Lactobacillus_acidophilus_30SC_","12","0","0","2053","26288",NA
"8244","MT441554.1","Lactobacillus_acidophilus_30SC_","18","0","0","2053","26288",NA
"8245","JN626286.1","Anaerobaculum_mobile_DSM_13181_","37","25","24","2020","30473",NA
"8246","LN864819.1","Anaerobaculum_mobile_DSM_13181_","57","25","24","2020","30473",NA
"8247","NZ_KX523901.1","Anaerobaculum_mobile_DSM_13181_","12","0","0","2020","30473",NA
"8248","MT441554.1","Anaerobaculum_mobile_DSM_13181_","18","0","0","2020","30473",NA
"8249","JN626286.1","Plautia_stali_symbiont_","37","94","93","5220","79776",NA
"8250","LN864819.1","Plautia_stali_symbiont_","57","94","93","5220","79776",NA
"8251","NZ_KX523901.1","Plautia_stali_symbiont_","12","58","57","5220","79776",NA
"8252","MT441554.1","Plautia_stali_symbiont_","18","79","77","5220","79776",NA
"8253","JN626286.1","Candidatus_Moranella_endobia_PCIT_","37","49","48","407","9995",NA
"8254","LN864819.1","Candidatus_Moranella_endobia_PCIT_","57","49","48","407","9995",NA
"8255","NZ_KX523901.1","Candidatus_Moranella_endobia_PCIT_","12","49","48","407","9995",NA
"8256","MT441554.1","Candidatus_Moranella_endobia_PCIT_","18","49","48","407","9995",NA
"8257","JN626286.1","Eubacterium_limosum_KIST612_","37","30","29","4637","48089",NA
"8258","LN864819.1","Eubacterium_limosum_KIST612_","57","30","29","4637","48089",NA
