"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"8259","NZ_KX523901.1","Eubacterium_limosum_KIST612_","12","0","0","4637","48089",NA
"8260","MT441554.1","Eubacterium_limosum_KIST612_","18","0","0","4637","48089",NA
"8261","JN626286.1","Holophaga_foetida_DSM_6591_","37","0","0","3454","77399",NA
"8262","LN864819.1","Holophaga_foetida_DSM_6591_","57","0","0","3454","77399",NA
"8263","NZ_KX523901.1","Holophaga_foetida_DSM_6591_","12","0","0","3454","77399",NA
"8264","MT441554.1","Holophaga_foetida_DSM_6591_","18","0","0","3454","77399",NA
"8265","JN626286.1","Gardnerella_vaginalis_101_","37","0","0","1157","19413",NA
"8266","LN864819.1","Gardnerella_vaginalis_101_","57","0","0","1157","19413",NA
"8267","NZ_KX523901.1","Gardnerella_vaginalis_101_","12","0","0","1157","19413",NA
"8268","MT441554.1","Gardnerella_vaginalis_101_","18","0","0","1157","19413",NA
"8269","JN626286.1","Streptococcus_downei_F0415_","37","0","0","2204","32197",NA
"8270","LN864819.1","Streptococcus_downei_F0415_","57","0","0","2204","32197",NA
"8271","NZ_KX523901.1","Streptococcus_downei_F0415_","12","0","0","2204","32197",NA
"8272","MT441554.1","Streptococcus_downei_F0415_","18","33","32","2204","32197",NA
"8273","JN626286.1","Streptococcus_sp._oral_taxon_056_str._F0418_","37","0","0","1963","32265",NA
"8274","LN864819.1","Streptococcus_sp._oral_taxon_056_str._F0418_","57","0","0","1963","32265",NA
"8275","NZ_KX523901.1","Streptococcus_sp._oral_taxon_056_str._F0418_","12","0","0","1963","32265",NA
"8276","MT441554.1","Streptococcus_sp._oral_taxon_056_str._F0418_","18","0","0","1963","32265",NA
"8277","JN626286.1","Oribacterium_sp._oral_taxon_108_str._F0425_","37","59","57","2344","37332",NA
"8278","LN864819.1","Oribacterium_sp._oral_taxon_108_str._F0425_","57","59","57","2344","37332",NA
"8279","NZ_KX523901.1","Oribacterium_sp._oral_taxon_108_str._F0425_","12","42","41","2344","37332",NA
"8280","MT441554.1","Oribacterium_sp._oral_taxon_108_str._F0425_","18","59","57","2344","37332",NA
"8281","JN626286.1","Streptococcus_vestibularis_F0396_","37","23","22","1979","33100",NA
"8282","LN864819.1","Streptococcus_vestibularis_F0396_","57","23","22","1979","33100",NA
"8283","NZ_KX523901.1","Streptococcus_vestibularis_F0396_","12","9","8","1979","33100",NA
"8284","MT441554.1","Streptococcus_vestibularis_F0396_","18","66","66","1979","33100",NA
"8285","JN626286.1","Staphylococcus_pettenkoferi_VCU012_","37","34","46","2345","27703",NA
"8286","LN864819.1","Staphylococcus_pettenkoferi_VCU012_","57","34","46","2345","27703",NA
"8287","NZ_KX523901.1","Staphylococcus_pettenkoferi_VCU012_","12","0","0","2345","27703",NA
"8288","MT441554.1","Staphylococcus_pettenkoferi_VCU012_","18","24","23","2345","27703",NA
"8289","JN626286.1","Nonlabens_ulvanivorans_","37","0","0","3731","68056",NA
"8290","LN864819.1","Nonlabens_ulvanivorans_","57","0","0","3731","68056",NA
"8291","NZ_KX523901.1","Nonlabens_ulvanivorans_","12","0","0","3731","68056",NA
"8292","MT441554.1","Nonlabens_ulvanivorans_","18","0","0","3731","68056",NA
"8293","JN626286.1","Treponema_brennaborense_DSM_12168_","37","0","0","2534","35480",NA
"8294","LN864819.1","Treponema_brennaborense_DSM_12168_","57","0","0","2534","35480",NA
"8295","NZ_KX523901.1","Treponema_brennaborense_DSM_12168_","12","0","0","2534","35480",NA
"8296","MT441554.1","Treponema_brennaborense_DSM_12168_","18","0","0","2534","35480",NA
"8297","JN626286.1","Helicobacter_pylori_SouthAfrica7_","37","17","16","1547","21015",NA
"8298","LN864819.1","Helicobacter_pylori_SouthAfrica7_","57","17","16","1547","21015",NA
"8299","NZ_KX523901.1","Helicobacter_pylori_SouthAfrica7_","12","0","0","1547","21015",NA
"8300","MT441554.1","Helicobacter_pylori_SouthAfrica7_","18","0","0","1547","21015",NA
"8301","JN626286.1","Treponema_saccharophilum_DSM_2985_","37","0","0","2838","48902",NA
"8302","LN864819.1","Treponema_saccharophilum_DSM_2985_","57","0","0","2838","48902",NA
"8303","NZ_KX523901.1","Treponema_saccharophilum_DSM_2985_","12","0","0","2838","48902",NA
"8304","MT441554.1","Treponema_saccharophilum_DSM_2985_","18","0","0","2838","48902",NA
"8305","JN626286.1","Leuconostoc_fallax_KCTC_3537_","37","0","0","1860","31345",NA
"8306","LN864819.1","Leuconostoc_fallax_KCTC_3537_","57","0","0","1860","31345",NA
"8307","NZ_KX523901.1","Leuconostoc_fallax_KCTC_3537_","12","0","0","1860","31345",NA
"8308","MT441554.1","Leuconostoc_fallax_KCTC_3537_","18","0","0","1860","31345",NA
"8309","JN626286.1","Eremococcus_coleocola_ACS-139-V-Col8_","37","0","0","1720","32824",NA
"8310","LN864819.1","Eremococcus_coleocola_ACS-139-V-Col8_","57","0","0","1720","32824",NA
"8311","NZ_KX523901.1","Eremococcus_coleocola_ACS-139-V-Col8_","12","0","0","1720","32824",NA
"8312","MT441554.1","Eremococcus_coleocola_ACS-139-V-Col8_","18","32","31","1720","32824",NA
"8313","JN626286.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","37","0","0","1724","29073",NA
"8314","LN864819.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","57","0","0","1724","29073",NA
"8315","NZ_KX523901.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","12","0","0","1724","29073",NA
"8316","MT441554.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","18","0","0","1724","29073",NA
"8317","JN626286.1","Lactobacillus_oris_PB013-T2-3_","37","19","34","2038","23558",NA
"8318","LN864819.1","Lactobacillus_oris_PB013-T2-3_","57","19","34","2038","23558",NA
"8319","NZ_KX523901.1","Lactobacillus_oris_PB013-T2-3_","12","5","4","2038","23558",NA
"8320","MT441554.1","Lactobacillus_oris_PB013-T2-3_","18","5","4","2038","23558",NA
"8321","JN626286.1","Clostridium_sp._HGF2_","37","183","182","4200","226863",NA
"8322","LN864819.1","Clostridium_sp._HGF2_","57","183","182","4200","226863",NA
"8323","NZ_KX523901.1","Clostridium_sp._HGF2_","12","16","15","4200","226863",NA
"8324","MT441554.1","Clostridium_sp._HGF2_","18","16","15","4200","226863",NA
"8325","JN626286.1","Alistipes_sp._HGB5_","37","0","0","2955","45744",NA
"8326","LN864819.1","Alistipes_sp._HGB5_","57","0","0","2955","45744",NA
"8327","NZ_KX523901.1","Alistipes_sp._HGB5_","12","0","0","2955","45744",NA
"8328","MT441554.1","Alistipes_sp._HGB5_","18","5","4","2955","45744",NA
"8329","JN626286.1","Prevotella_dentalis_DSM_3688_","37","59","57","2569","26930",NA
"8330","LN864819.1","Prevotella_dentalis_DSM_3688_","57","59","57","2569","26930",NA
"8331","NZ_KX523901.1","Prevotella_dentalis_DSM_3688_","12","77","78","2569","26930",NA
"8332","MT441554.1","Prevotella_dentalis_DSM_3688_","18","59","61","2569","26930",NA
"8333","JN626286.1","Actinokineospora_sp._EG49_","37","0","0","6634","100112",NA
"8334","LN864819.1","Actinokineospora_sp._EG49_","57","0","0","6634","100112",NA
"8335","NZ_KX523901.1","Actinokineospora_sp._EG49_","12","0","0","6634","100112",NA
"8336","MT441554.1","Actinokineospora_sp._EG49_","18","16","15","6634","100112",NA
"8337","JN626286.1","Syntrophorhabdus_aromaticivorans_UI_","37","0","0","3487","57268",NA
"8338","LN864819.1","Syntrophorhabdus_aromaticivorans_UI_","57","0","0","3487","57268",NA
"8339","NZ_KX523901.1","Syntrophorhabdus_aromaticivorans_UI_","12","0","0","3487","57268",NA
"8340","MT441554.1","Syntrophorhabdus_aromaticivorans_UI_","18","0","0","3487","57268",NA
"8341","JN626286.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","37","23","22","2334","39383",NA
"8342","LN864819.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","57","23","22","2334","39383",NA
"8343","NZ_KX523901.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","12","0","0","2334","39383",NA
"8344","MT441554.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","18","0","0","2334","39383",NA
"8345","JN626286.1","Streptococcus_pseudoporcinus_SPIN_20026_","37","0","0","2030","32060",NA
"8346","LN864819.1","Streptococcus_pseudoporcinus_SPIN_20026_","57","0","0","2030","32060",NA
"8347","NZ_KX523901.1","Streptococcus_pseudoporcinus_SPIN_20026_","12","0","0","2030","32060",NA
"8348","MT441554.1","Streptococcus_pseudoporcinus_SPIN_20026_","18","34","33","2030","32060",NA
"8349","JN626286.1","Dialister_microaerophilus_UPII_345-E_","37","0","0","1310","22638",NA
"8350","LN864819.1","Dialister_microaerophilus_UPII_345-E_","57","0","0","1310","22638",NA
"8351","NZ_KX523901.1","Dialister_microaerophilus_UPII_345-E_","12","0","0","1310","22638",NA
"8352","MT441554.1","Dialister_microaerophilus_UPII_345-E_","18","0","0","1310","22638",NA
"8353","JN626286.1","Ewingella_americana_ATCC_33852_","37","112","128","4399","77221",NA
"8354","LN864819.1","Ewingella_americana_ATCC_33852_","57","112","128","4399","77221",NA
"8355","NZ_KX523901.1","Ewingella_americana_ATCC_33852_","12","80","79","4399","77221",NA
"8356","MT441554.1","Ewingella_americana_ATCC_33852_","18","100","102","4399","77221",NA
"8357","JN626286.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","37","75","93","4629","63135",NA
"8358","LN864819.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","57","75","93","4629","63135",NA
"8359","NZ_KX523901.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","12","38","37","4629","63135",NA
"8360","MT441554.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","18","52","52","4629","63135",NA
"8361","JN626286.1","Pseudovibrio_sp._FO-BEG1_","37","73","79","5475","71110",NA
"8362","LN864819.1","Pseudovibrio_sp._FO-BEG1_","57","73","79","5475","71110",NA
"8363","NZ_KX523901.1","Pseudovibrio_sp._FO-BEG1_","12","0","0","5475","71110",NA
"8364","MT441554.1","Pseudovibrio_sp._FO-BEG1_","18","27","26","5475","71110",NA
"8365","JN626286.1","Weissella_cibaria_KACC_11862_","37","88","94","2100","25527",NA
"8366","LN864819.1","Weissella_cibaria_KACC_11862_","57","109","115","2100","25527",NA
"8367","NZ_KX523901.1","Weissella_cibaria_KACC_11862_","12","62","61","2100","25527",NA
"8368","MT441554.1","Weissella_cibaria_KACC_11862_","18","85","89","2100","25527",NA
"8369","JN626286.1","Pseudomonas_sp._CF149_","37","29","28","4731","98032",NA
"8370","LN864819.1","Pseudomonas_sp._CF149_","57","29","28","4731","98032",NA
"8371","NZ_KX523901.1","Pseudomonas_sp._CF149_","12","0","0","4731","98032",NA
"8372","MT441554.1","Pseudomonas_sp._CF149_","18","31","30","4731","98032",NA
"8373","JN626286.1","Lysobacter_arseniciresistens_ZS79_","37","0","0","2363","35016",NA
"8374","LN864819.1","Lysobacter_arseniciresistens_ZS79_","57","0","0","2363","35016",NA
"8375","NZ_KX523901.1","Lysobacter_arseniciresistens_ZS79_","12","0","0","2363","35016",NA
"8376","MT441554.1","Lysobacter_arseniciresistens_ZS79_","18","17","16","2363","35016",NA
"8377","JN626286.1","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_","37","0","0","2718","40779",NA
"8378","LN864819.1","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_","57","0","0","2718","40779",NA
"8379","NZ_KX523901.1","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_","12","0","0","2718","40779",NA
"8380","MT441554.1","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_","18","26","25","2718","40779",NA
"8381","JN626286.1","Desulfosporosinus_sp._OT_","37","53","75","6213","103963",NA
"8382","LN864819.1","Desulfosporosinus_sp._OT_","57","53","75","6213","103963",NA
"8383","NZ_KX523901.1","Desulfosporosinus_sp._OT_","12","0","0","6213","103963",NA
"8384","MT441554.1","Desulfosporosinus_sp._OT_","18","16","15","6213","103963",NA
"8385","JN626286.1","Sediminibacterium_sp._OR53_","37","0","0","3041","40174",NA
"8386","LN864819.1","Sediminibacterium_sp._OR53_","57","0","0","3041","40174",NA
"8387","NZ_KX523901.1","Sediminibacterium_sp._OR53_","12","0","0","3041","40174",NA
"8388","MT441554.1","Sediminibacterium_sp._OR53_","18","0","0","3041","40174",NA
"8389","JN626286.1","Xanthomonas_vesicatoria_ATCC_35937_","37","0","0","5032","56371",NA
"8390","LN864819.1","Xanthomonas_vesicatoria_ATCC_35937_","57","0","0","5032","56371",NA
"8391","NZ_KX523901.1","Xanthomonas_vesicatoria_ATCC_35937_","12","0","0","5032","56371",NA
"8392","MT441554.1","Xanthomonas_vesicatoria_ATCC_35937_","18","14","13","5032","56371",NA
"8393","JN626286.1","Adhaeribacter_aquaticus_DSM_16391_","37","0","0","4165","65569",NA
"8394","LN864819.1","Adhaeribacter_aquaticus_DSM_16391_","57","0","0","4165","65569",NA
"8395","NZ_KX523901.1","Adhaeribacter_aquaticus_DSM_16391_","12","0","0","4165","65569",NA
"8396","MT441554.1","Adhaeribacter_aquaticus_DSM_16391_","18","0","0","4165","65569",NA
"8397","JN626286.1","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_","37","130","150","4119","54293",NA
"8398","LN864819.1","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_","57","194","217","4119","54293",NA
"8399","NZ_KX523901.1","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_","12","72","71","4119","54293",NA
"8400","MT441554.1","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_","18","72","71","4119","54293",NA
"8401","JN626286.1","Capnocytophaga_cynodegmi_DSM_19736_","37","16","15","2360","30608",NA
"8402","LN864819.1","Capnocytophaga_cynodegmi_DSM_19736_","57","16","15","2360","30608",NA
"8403","NZ_KX523901.1","Capnocytophaga_cynodegmi_DSM_19736_","12","0","0","2360","30608",NA
"8404","MT441554.1","Capnocytophaga_cynodegmi_DSM_19736_","18","7","6","2360","30608",NA
"8405","JN626286.1","Deinococcus_pimensis_DSM_21231_","37","0","0","5186","57472",NA
"8406","LN864819.1","Deinococcus_pimensis_DSM_21231_","57","0","0","5186","57472",NA
"8407","NZ_KX523901.1","Deinococcus_pimensis_DSM_21231_","12","0","0","5186","57472",NA
"8408","MT441554.1","Deinococcus_pimensis_DSM_21231_","18","0","0","5186","57472",NA
"8409","JN626286.1","Echinicola_vietnamensis_DSM_17526_","37","0","0","4562","44467",NA
"8410","LN864819.1","Echinicola_vietnamensis_DSM_17526_","57","22","21","4562","44467",NA
"8411","NZ_KX523901.1","Echinicola_vietnamensis_DSM_17526_","12","0","0","4562","44467",NA
"8412","MT441554.1","Echinicola_vietnamensis_DSM_17526_","18","0","0","4562","44467",NA
"8413","JN626286.1","Joostella_marina_DSM_19592_","37","0","0","3858","57112",NA
"8414","LN864819.1","Joostella_marina_DSM_19592_","57","0","0","3858","57112",NA
"8415","NZ_KX523901.1","Joostella_marina_DSM_19592_","12","0","0","3858","57112",NA
"8416","MT441554.1","Joostella_marina_DSM_19592_","18","0","0","3858","57112",NA
"8417","JN626286.1","Meiothermus_chliarophilus_DSM_9957_","37","0","0","4319","67395",NA
"8418","LN864819.1","Meiothermus_chliarophilus_DSM_9957_","57","0","0","4319","67395",NA
"8419","NZ_KX523901.1","Meiothermus_chliarophilus_DSM_9957_","12","0","0","4319","67395",NA
"8420","MT441554.1","Meiothermus_chliarophilus_DSM_9957_","18","0","0","4319","67395",NA
"8421","JN626286.1","Orenia_marismortui_DSM_5156_","37","0","0","3235","56327",NA
"8422","LN864819.1","Orenia_marismortui_DSM_5156_","57","0","0","3235","56327",NA
"8423","NZ_KX523901.1","Orenia_marismortui_DSM_5156_","12","0","0","3235","56327",NA
"8424","MT441554.1","Orenia_marismortui_DSM_5156_","18","0","0","3235","56327",NA
"8425","JN626286.1","Owenweeksia_hongkongensis_DSM_17368_","37","0","0","3489","35167",NA
"8426","LN864819.1","Owenweeksia_hongkongensis_DSM_17368_","57","0","0","3489","35167",NA
"8427","NZ_KX523901.1","Owenweeksia_hongkongensis_DSM_17368_","12","0","0","3489","35167",NA
"8428","MT441554.1","Owenweeksia_hongkongensis_DSM_17368_","18","0","0","3489","35167",NA
"8429","JN626286.1","Promicromonospora_kroppenstedtii_DSM_19349_","37","0","0","6309","80143",NA
"8430","LN864819.1","Promicromonospora_kroppenstedtii_DSM_19349_","57","0","0","6309","80143",NA
"8431","NZ_KX523901.1","Promicromonospora_kroppenstedtii_DSM_19349_","12","0","0","6309","80143",NA
"8432","MT441554.1","Promicromonospora_kroppenstedtii_DSM_19349_","18","0","0","6309","80143",NA
"8433","JN626286.1","Terriglobus_roseus_DSM_18391_","37","0","0","4520","47031",NA
"8434","LN864819.1","Terriglobus_roseus_DSM_18391_","57","10","9","4520","47031",NA
"8435","NZ_KX523901.1","Terriglobus_roseus_DSM_18391_","12","0","0","4520","47031",NA
"8436","MT441554.1","Terriglobus_roseus_DSM_18391_","18","0","0","4520","47031",NA
"8437","JN626286.1","Thermanaerovibrio_velox_DSM_12556_","37","32","31","1739","37741",NA
"8438","LN864819.1","Thermanaerovibrio_velox_DSM_12556_","57","32","31","1739","37741",NA
"8439","NZ_KX523901.1","Thermanaerovibrio_velox_DSM_12556_","12","0","0","1739","37741",NA
"8440","MT441554.1","Thermanaerovibrio_velox_DSM_12556_","18","0","0","1739","37741",NA
"8441","JN626286.1","Anaerolinea_thermophila_UNI-1_","37","58","59","3186","41069",NA
"8442","LN864819.1","Anaerolinea_thermophila_UNI-1_","57","58","59","3186","41069",NA
"8443","NZ_KX523901.1","Anaerolinea_thermophila_UNI-1_","12","0","0","3186","41069",NA
"8444","MT441554.1","Anaerolinea_thermophila_UNI-1_","18","0","0","3186","41069",NA
"8445","JN626286.1","Halonatronum_saccharophilum_DSM_13868_","37","0","0","2746","47982",NA
"8446","LN864819.1","Halonatronum_saccharophilum_DSM_13868_","57","0","0","2746","47982",NA
"8447","NZ_KX523901.1","Halonatronum_saccharophilum_DSM_13868_","12","0","0","2746","47982",NA
"8448","MT441554.1","Halonatronum_saccharophilum_DSM_13868_","18","0","0","2746","47982",NA
"8449","JN626286.1","Alkaliflexus_imshenetskii_DSM_15055_","37","0","0","3204","46883",NA
"8450","LN864819.1","Alkaliflexus_imshenetskii_DSM_15055_","57","0","0","3204","46883",NA
"8451","NZ_KX523901.1","Alkaliflexus_imshenetskii_DSM_15055_","12","0","0","3204","46883",NA
"8452","MT441554.1","Alkaliflexus_imshenetskii_DSM_15055_","18","0","0","3204","46883",NA
"8453","JN626286.1","Streptococcus_oralis_Uo5_","37","27","26","1907","24111",NA
"8454","LN864819.1","Streptococcus_oralis_Uo5_","57","27","26","1907","24111",NA
"8455","NZ_KX523901.1","Streptococcus_oralis_Uo5_","12","0","0","1907","24111",NA
"8456","MT441554.1","Streptococcus_oralis_Uo5_","18","18","17","1907","24111",NA
"8457","JN626286.1","Synechocystis_sp._PCC_7509_","37","0","0","4828","64676",NA
"8458","LN864819.1","Synechocystis_sp._PCC_7509_","57","0","0","4828","64676",NA
"8459","NZ_KX523901.1","Synechocystis_sp._PCC_7509_","12","0","0","4828","64676",NA
"8460","MT441554.1","Synechocystis_sp._PCC_7509_","18","0","0","4828","64676",NA
"8461","JN626286.1","Leuconostoc_gelidum_KCTC_3527_","37","0","0","1890","25385",NA
"8462","LN864819.1","Leuconostoc_gelidum_KCTC_3527_","57","0","0","1890","25385",NA
"8463","NZ_KX523901.1","Leuconostoc_gelidum_KCTC_3527_","12","0","0","1890","25385",NA
"8464","MT441554.1","Leuconostoc_gelidum_KCTC_3527_","18","0","0","1890","25385",NA
"8465","JN626286.1","Selenomonas_ruminantium_subsp._lactilytica_TAM6421_","37","68","66","2841","39692",NA
"8466","LN864819.1","Selenomonas_ruminantium_subsp._lactilytica_TAM6421_","57","68","66","2841","39692",NA
"8467","NZ_KX523901.1","Selenomonas_ruminantium_subsp._lactilytica_TAM6421_","12","0","0","2841","39692",NA
"8468","MT441554.1","Selenomonas_ruminantium_subsp._lactilytica_TAM6421_","18","0","0","2841","39692",NA
"8469","JN626286.1","Bartonella_sp._R4","37","0","0","1855","27332",NA
"8470","LN864819.1","Bartonella_sp._R4","57","0","0","1855","27332",NA
"8471","NZ_KX523901.1","Bartonella_sp._R4","12","0","0","1855","27332",NA
"8472","MT441554.1","Bartonella_sp._R4","18","0","0","1855","27332",NA
"8473","JN626286.1","Saccharomonospora_glauca_K62_","37","0","0","4244","67510",NA
"8474","LN864819.1","Saccharomonospora_glauca_K62_","57","0","0","4244","67510",NA
"8475","NZ_KX523901.1","Saccharomonospora_glauca_K62_","12","0","0","4244","67510",NA
"8476","MT441554.1","Saccharomonospora_glauca_K62_","18","16","15","4244","67510",NA
